S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20
G36	13.3692292648783	13.4993476328766	13.3907466710541	13.3814888761442	13.5792452155015	13.2146075095442	13.7680912580182	13.2180485448174	12.8833687991429	13.1792093376169	13.2323909456708	13.7512511388298	13.7024973851023	13.6511750506859	13.1736927498016	13.5583967957123	13.0587189771225	13.6977494983314	14.0471324346257	12.7356194841745
G37	11.8359516991247	11.4204076598241	11.5747354247894	11.8755765862148	11.8542450542201	12.0290801266917	12.062720767165	11.8533095554037	11.8986769587636	11.9794787862767	11.4730715143075	11.832712039161	11.8503040616244	11.419143823816	11.9445107577375	12.5166110893111	12.1648283806002	11.9715615156796	11.378647086305	11.7129783093993
G38	13.3292357417338	12.6928334150008	12.9856640790187	13.1252681603974	13.2975754756576	12.8299010792184	12.9239773689712	13.1231837725824	13.0713785604573	12.9514304343793	12.9026200654186	12.7339474321087	13.5182597291531	12.4563800856102	12.8934153035857	13.0582623718625	13.0921625012023	13.2397775125681	12.928666412305	12.4109812670438
G39	12.2583599198756	11.7537181782662	12.1673867825552	12.0398443760489	11.4229582873663	11.0600879264636	11.4686749486904	11.6023741061117	12.1804064853106	11.5730790854813	12.3600514626253	11.5824713264932	11.9924427228178	11.878319189199	11.6634691560351	11.9570294695639	11.4231684472473	11.7102037502372	11.8428610110714	11.2863267270905
G40	10.4762905440817	11.0487933630437	11.1127652818853	10.6461986664689	10.0802179452595	11.0239275771744	11.5649830392051	11.1512068554997	10.9814959302355	10.7233196396909	11.142458112938	10.6890370191632	11.0708253444829	10.9230674500063	11.3427691729184	10.2986926781279	11.4298774499003	10.6380738371807	10.852100304261	11.0396045179538
G41	10.4482195726541	9.86897684545916	10.4212232992251	10.3807857161141	10.7375853690464	10.6300850700021	10.3360601813906	10.0099685422061	10.3882325968956	10.7516277396692	10.1415962783838	10.1539319715885	10.4928546201747	10.1488578608769	10.6640916781767	11.3491706308611	10.3288992792514	10.8182626083045	9.88417051910844	10.4071615235848
G42	9.8589134706793	9.51214785854752	9.67101024127845	9.41002727888457	9.51569983828404	9.81698362325538	9.79668859446415	9.12282799480767	9.0251395622785	9.76752238622854	9.40514146313634	9.77709089613187	9.83888875478618	10.3148097981441	9.31718646829205	9.45224124043082	9.3264294871223	9.38370429247405	10.186361891253	9.50700173276412
G43	11.0198686775045	11.0195212327033	11.2156543314846	11.097505455818	10.7894521344734	11.0894504811159	10.7927089675984	10.5888083140369	10.6161812313319	11.059276854037	11.1835733554176	10.9431008475708	11.0862025848185	10.9787104591064	11.0898476806892	11.0799513842091	10.869362499994	10.880501871128	10.8354188404755	10.5736471874933
G44	11.5013396180614	11.3640251899266	11.3728106588214	11.1889596708066	11.2553236900081	11.2514824106202	11.2446016877368	11.0060455077265	10.9383299049279	11.5650544638769	11.3660489506706	11.5314301993904	11.6308131522991	11.3551858928778	11.072936483297	10.3139033691245	11.1851232073606	11.1380797694191	11.7581815658853	11.222734537796
G45	9.96809075204526	9.97928227641106	9.83778559614527	9.69766263347052	9.66106547980695	9.49225378930292	9.0842769105315	10.1760484509752	10.1894539560503	10.0136018326835	9.79879578382045	9.88828662758067	9.98085360637974	9.89269459141497	9.43254190038826	9.77807712953536	9.86372168308213	10.1938949190673	9.7821791938312	9.35996913189887
G46	12.6387978999517	12.6031163047922	12.8169036490299	12.5235129506377	12.3034953767904	12.1739269319998	11.9555409385309	12.9803359707742	12.9649544964266	12.1099285714337	12.3626561751525	12.7082864040986	12.6147098441152	12.7539479416999	12.2500911192436	12.0651804909514	11.9333955951208	12.4465405633483	12.8616297535996	12.3184015836206
G47	10.4682167320624	9.91303898563011	10.5867459815935	10.6763097270007	10.8149028512154	10.9584077136679	10.8612420261548	11.0525680508042	10.7326762230733	10.5183580958419	10.4746185589133	9.675604252639	10.7806217830509	9.84705734609134	10.8112141175132	11.0849412265357	10.5676709296411	11.0850740530368	10.1480952026878	10.4718783965684
G48	11.1136445073937	11.6415550603533	11.6103097296806	11.360984215974	11.4565854331833	11.4485809498111	11.3460427304883	11.3893624556439	11.6144798042453	11.7019128729494	11.4919282347397	11.4318109724758	11.4858544600698	11.4109017921203	11.5552122221535	11.5194642591907	11.5742387226367	11.044769772281	11.4092318065854	11.2489356239598
G49	11.5385769619205	11.0496443800457	11.1579153109253	11.3850265167902	11.2407317154326	11.2684250360907	10.9265183869467	11.3372595103546	11.1452316383822	10.9106802025814	11.0385418096338	11.061438701377	11.0271803208972	11.1375035237499	11.1045987535644	10.4567650883365	11.1620136104563	11.2467405984931	11.3673601440423	10.8659265450219
G50	14.9804430830351	14.5288264577578	14.9306495684812	14.9305479344522	14.8480605005158	14.4998085239861	15.0623624095525	15.4358720678785	15.8111990625972	14.5827300447007	14.6911982623369	15.0604510715122	14.9443551859424	14.8547077070063	14.2119415127112	15.0588753734729	14.7104620739792	14.7254088649168	14.9195756528413	14.4760183452329
G51	14.88252842391	14.619262829042	15.1453351438502	15.0181610502228	15.1615767503585	14.6888950060292	15.0940859352769	15.4214534366009	15.6449800396622	14.7422567973887	14.9155479764253	14.9234017726436	15.2244765635657	15.1607695887431	14.4688976403272	15.2777378087252	14.5651258850127	15.1362221531702	15.0928768651077	14.2620948453702
G52	13.6429993351903	12.9456632966183	13.7530286683309	13.7841133691861	13.5803763529463	13.7071002520896	14.0731708636929	14.0641617306417	14.6683864239538	13.4783651633361	13.9418179142842	13.8230288198975	13.9770562741217	13.3661855889281	13.5222137001117	13.9263886623497	13.6558213794844	13.8848096669779	13.549146911619	13.7073375605225
G53	10.977136791892	10.8692853773339	11.183759425585	10.9423678825391	11.2231570402689	10.9573197356563	11.0833463539191	10.317073382261	10.1206266915313	11.4139452024281	11.0724676082419	11.0792847660285	11.2237000759863	10.8924669232773	11.1553242290506	11.8094867958418	11.175237650291	11.2065870629542	11.0509369652252	11.1357734044592
G54	9.47289387844386	9.65320336203398	9.7734689279052	9.71183901995903	9.5922701475676	9.76818432477693	9.71149490665009	9.38930867290642	9.68106267695319	9.69783635796238	9.51293794347466	8.89784545600551	9.54978466794786	9.62461270900574	9.64907650318607	9.89132804336058	9.77939105953591	10.0043609361144	9.69627208392586	9.12231034319074
G55	9.90726624853107	9.9150577346887	10.1547548315661	9.95688431461453	9.55420510515565	10.1985678187845	10.0853396693574	9.82408363253347	9.67613339074906	10.0977029635247	9.5461227588578	9.96888274934274	9.57553924683453	9.90342999156715	10.1877850641908	9.96405201104085	10.1972781353724	10.12153351734	9.43723190103948	9.90861778973202
G56	10.6575864175802	10.7669429407558	10.6859751784947	10.9618114080872	10.8528415784171	11.0696511533306	11.0095487269723	10.6297208910173	10.5841169238438	10.8475272028097	10.7077904955288	10.4284648637563	10.8748276978277	10.2521923401224	10.8847810544713	11.3951056546035	10.8465873363003	11.4304525516655	10.6455683737276	10.607422791237
G57	10.9071159990995	10.8650759449303	10.7844303674846	10.9868730811448	11.1037139962631	11.1414366228785	10.9031663445984	10.7094715816807	10.651006830561	11.6009814536055	10.8869920817866	11.5054394215825	11.0628219343781	10.9618837399435	10.9046722501561	11.1345867533644	10.9852727142534	11.1004323829452	11.2338293555684	10.8876014245087
G58	13.0402212153612	13.0216219966439	13.2459537292432	13.2421320576824	13.3372176900766	12.8395384356311	13.3486728351091	13.1757054755259	13.4697308383407	12.9523590497961	12.9353308247492	12.8787789756871	13.1436542519202	13.0689126008793	12.523684462323	13.1434469922017	12.8181827049486	13.1431599680423	13.5749837117523	12.2449881146217
G59	10.640561282028	10.4725385410875	10.4265792614884	10.3585413189445	10.1172534821652	10.6909582840294	10.3946234614742	9.6084396525516	9.4463596303584	9.7567230984379	10.2129218961957	10.4250060414849	10.5096760506563	10.5293817476697	10.3919953566895	9.41394520242813	10.0950013483262	9.9937168133106	10.7267290588385	10.526450333391
G60	14.1302246477506	13.2329005465425	14.1578284902604	14.2092477303764	14.3147673220034	14.3499930002624	14.1917917917045	14.8660859767224	14.9403686607914	13.7342438864487	13.986233147405	14.1399669626425	14.3197638386669	13.8300199630597	13.8340957108323	14.4374074798162	14.064911136699	14.2625720423857	13.3705103280065	14.5240764124834
G61	13.9698631435828	14.3091850000703	14.0264629255189	14.2517338839409	14.5156875201386	13.9764835736768	14.6129260749671	14.2893921410009	14.504372109917	13.9675775216809	13.967559510282	14.268037524402	14.5695589711261	14.3068306938807	13.4206313487745	14.5363807923783	13.9213016848086	14.0800763408339	14.4992043529384	13.4218150068929
G62	13.5625405694702	13.5507347628745	14.0927158544133	14.0422578690186	14.1131398323346	13.8987336346856	14.235864651082	14.5509451423146	14.4721894638306	13.6753285829918	13.7808883014867	14.0191476361944	14.2963426846929	13.9746655338167	13.6537183903417	14.2985852923997	13.9098743376108	13.9486227470454	14.0603835165635	13.5679085550333
G63	12.3612447304779	11.7746017700865	12.0458790848372	12.1604702335584	11.9975676294388	11.8499132779823	11.9342990253375	11.4792750302502	10.8809609626325	11.7952482626648	12.2549400219884	12.1039106558927	11.9623899614223	12.1493343175929	11.8679350629797	11.8474293286116	11.9897315387531	12.2476160427773	12.3735992768362	11.2667865406949
G64	12.3173843475193	12.2982917306201	12.6652803936783	12.6721490641712	12.656111977267	12.3890531775193	12.3209274418093	11.8313864235744	12.0901785968181	12.9141047885251	12.4980264264089	12.7012198110057	12.7547518256773	12.2268486684525	12.5544689418541	13.3361438878652	12.6051322293842	12.7113658429955	11.7196027278356	12.5076212289309
G65	14.3926997829004	13.9799431577656	14.4822092300042	14.4572013005906	14.383177763895	14.11761875327	14.429648652506	14.6184772738334	15.0719189984596	14.3528986341322	14.1658883919712	14.5000513668226	14.4129468775848	14.6210788623355	14.0521774378311	14.4630645175761	13.9483033456479	14.4961110225975	14.7890343208803	13.7217827684598
G66	13.9004517470918	13.7025785486193	13.8735258193424	13.6792876540241	13.9227887886147	13.5570807191053	14.0055631491441	13.1320578566921	13.6668286982103	13.6533209390386	13.6704515577711	14.2826613285193	13.9179221233118	13.6246012865587	13.3594681853934	14.1648755087587	13.5829769597168	13.7021672730841	13.9680232321645	13.1205051983532
G67	13.7238209032061	13.0298393490725	13.5063447762647	13.598889950949	13.5022848483846	13.5432614535019	13.87393428408	13.6959242370186	13.6070181584583	13.0716802252362	13.3220830635703	13.1425378863977	13.8412301698516	13.4501029026126	12.8949503578617	13.7634509977246	13.0373753577632	13.7556908629247	13.7323582457207	13.0613205590487
G68	13.4266906328693	13.2799369785443	13.5505604252378	13.4766955821727	13.4977894784527	13.0051508239781	13.4984628076399	13.8504701126243	14.12453331307	12.7792884518361	13.3260151022296	13.1948722531004	13.565542437851	13.3756503832614	12.7600545744383	12.2960414942509	12.9560039999382	13.0978017072392	13.881768800175	12.7908270076394
G69	11.3282822274913	11.113546842127	11.0938136734027	11.3498340914572	10.7736337602437	11.3174691445946	11.2691851340041	11.4170085867888	11.0819493926176	11.2321810576866	11.1542485117396	11.3141300297756	11.6505581476437	10.6534720953943	11.3022390716564	11.6045068990146	11.5292841297631	11.4297205641685	10.642051692928	10.9703216314656
G70	15.0212684664156	14.7621769778866	15.1934425818044	15.1648990722606	14.9581244650629	14.7841798423427	15.2633572384741	15.6207438988133	15.7789023249691	14.8905754148497	14.99039430007	15.4071283217741	15.1808435075951	14.9929980637783	14.5250344047896	15.2820296071372	14.730552395629	15.1297740293471	15.057226018301	14.5614401075718
G71	7.38887833881199	8.319672120947	8.5511314527741	8.28123458464702	8.211888294546	8.03562390973072	8.1405741777099	8.39746072605472	7.65463602852797	8.62205181945638	7.9442728176116	7.09697863637054	8.57969306345875	7.76553474636298	7.65535182861255	8.4241662888181	8.19524915780218	8.71973105674985	8.03342300153745	9.0533829025857
G72	10.8363660087167	10.7655761834701	10.9874772024836	10.9710045980734	11.3745776515835	11.3557915467536	11.1411491984375	10.8494441978446	10.7506651198299	11.0540615943425	10.6694165920992	10.9918052553765	11.1462186190394	10.9311068330293	11.3617245025074	11.5458091373666	11.1139374635304	11.5796930634588	10.5061587908524	10.7083941877567
G73	10.2971455519304	10.4336897537235	10.2110365368115	10.5032294598137	10.2201364473961	10.3869402453243	10.7356829416461	10.2333200827308	10.6863254322087	10.4268936997273	10.3754739126153	10.2259906426726	10.4527560290325	10.2354159356025	10.5365872047579	10.5327942197906	10.4835638881251	10.3282261187877	10.2410893788609	10.1761731491075
G74	10.7726444836054	11.5088099163999	11.457791260256	11.8770348425082	11.829028964916	11.5060595888279	11.2257798214148	11.569428431431	12.0277159739334	11.9193475318973	11.4338983562457	11.3052922748524	11.7181689456652	11.7919768208987	11.7842667641572	11.2312511865356	11.2425489183014	11.3721848964864	10.7187469099011	11.399384747288
G75	13.4650816839664	13.330342710142	13.3389313281915	13.645219343229	13.5717289459528	13.4336245592492	13.04761813459	13.5311986750726	13.7104513114133	13.3236318355507	13.3469568893789	12.9925666421176	13.5379342307217	13.1377916753552	13.1542326863814	13.5572363180048	13.5412660494482	13.6123732343958	12.821275727764	13.2111278206257
G76	5.40599235967584	5.4262647547021	6.08958289312471	6.22881869049588	6.70182625841205	6.10852445677817	6.49345520092618	6.85299758761332	7.3371758685863	5.75488750216347	6.81378119121704	6.22303633790187	5.66391384211598	5.84297883178833	5.61765111942733	6.94953493301701	5.24412594328373	5.48220292629596	6.11894107272351	7.5077946401987
G77	11.4273652286248	11.8082804617722	12.270295326472	11.621410886162	11.8978454560055	11.4372319010395	10.834866038362	11.0529076283133	10.5862768582385	11.8948177633079	11.273387671383	11.7244285849358	11.5877306443829	12.4357483831015	11.612177385881	10.2223119115543	11.4908508767403	11.897542972507	11.3486175138659	11.831030080372
G78	9.63562743897454	10.7151469204077	8.44128427192704	9.3654475885501	11.3792971319553	9.19549524650911	9.2805388069432	10.6425030287805	10.5275747463159	11.0344550953272	9.66746640495737	10.8163037009857	10.5692860110185	11.0889207115181	10.3626561751525	8.96679381789529	11.7811752662889	10.0513449095347	10.2144405546665	9.71106464955916
G79	12.5795752222112	12.2900764613988	12.4769992861331	12.7555343991559	13.0181827884596	13.0556891530834	13.1470936015855	12.8645730817736	12.5757992110496	12.9630224885863	12.6918307411441	12.7736955675156	12.7333755266519	12.115563915238	12.8241234216875	12.9995596572194	12.8404632338695	12.8008998999203	12.1008922584175	13.2748294708807
G80	7.87713072876566	7.33985000288462	7.85860271245712	8.39360496863922	8.7387678368002	7.93310047493137	8.35931031689044	8.54109661534952	7.38715571766298	7.9436869515971	9.10302547637368	8.25974326369078	9.16992500144231	7.90989308377004	8.37851162325373	7.952450058359	8.14873077917319	8.1962332608696	8.96173907260414	9.77379857375169
G81	9.92925840863697	10.0291491634205	10.5304063370991	10.3812184705353	10.2526654324502	10.1203674937152	10.1957412932464	11.4918030018822	11.3172430079837	10.558133676419	10.5967488319278	10.9340593949008	10.4592266758085	10.7701683201034	10.5321610849832	10.3365065598103	10.4598414169758	10.1021069384113	10.2067701886868	10.9831361264499
G82	11.3939802865002	11.0893842705539	11.0432323915314	11.2225534274234	11.2494690444768	11.8299605223636	11.6125460198326	11.0220209696464	10.5695708377854	11.3095900369144	11.4188013442794	10.9462483607682	11.7784057242392	10.261859859615	11.4986497877684	11.796526375423	11.5795987912307	11.3390705589351	10.5940446229994	11.8527635674921
G83	10.8692853773339	10.8648825567662	11.0955288901699	11.1477137223522	10.9719027460455	10.8133002127025	10.1387837572538	10.921989660856	10.8108929118922	10.8662743732926	10.9333955951208	10.9108675485426	10.7772553151919	11.0450770519349	11.1297981731871	9.78512547472086	11.030322282644	10.5560269927247	10.8787406657427	11.1407019799017
G84	13.0836289077727	12.7677913353941	12.9736256243405	12.9938936813662	12.682775179067	12.9177450134432	12.4348366945168	12.0904432750816	12.7963641381396	12.9569206047211	12.668441828053	12.8885149563049	13.2554712274671	12.6995073874015	12.9227516296954	12.9632754218222	12.9048415662076	12.9094806119885	12.694575537526	12.4392595093155
G85	10.990316735046	11.0915015028214	10.9938583094897	10.8721361735572	11.1072170755914	10.9956964980684	10.3605179146819	10.2276159434142	10.3937122122773	11.1080670081169	10.9756330520433	10.2309811116465	11.2183816013778	10.7736337602437	10.9777807723301	10.5363443635984	11.1628318751553	11.1241213118292	10.7613018972408	10.5740257979248
