GSM146300	GSM146307	GSM146308	GSM146309	GSM146310	GSM146311	GSM146312	GSM146313	GSM146314	GSM146315	GSM146334	GSM146335
CFL1	11.851241510716	11.4790223469952	11.4643415327611	11.5377522736654	11.6558437352382	11.6098712871788	11.6276250759675	11.5491108037721	11.6965329140783	11.5748773082861	11.3481195271937	11.6508722403371
RPL18	6.77478705960117	6.74011804283313	7.26397335480341	7.19967234483636	6.81634370528486	6.83415498140132	7.42122329922514	7.51963625284321	7.02680005934372	6.83794324189103	7.30651744524982	6.86542397831313
EIF3F	9.94097422222393	9.77437527280206	9.49285462017475	9.57648434679685	10.0907079047959	10.1491119907069	10.2981771537197	10.2559137493378	10.1154338665571	10.1727400170494	9.47522677774227	9.72630332181508
RPS5	12.2124355876617	12.2643546283347	12.4840676224322	12.5249579112035	12.157599574369	12.2519557357691	12.4422437434506	12.1604072034984	12.3451279919767	12.2383748819168	12.4307138857919	12.3133365616522
RPL27	12.227706184235	12.4237987432668	12.8627923111104	12.9193661553674	12.4294328960093	12.3929076906061	12.6456359182655	12.5302600117233	12.42319471508	12.3767494451418	12.8175633038455	12.5293573438123
RPL34	12.7158762151107	12.7210991887072	13.1753468230822	13.2360889564968	12.595187536555	12.6775875206609	12.8783383498952	12.7185114709395	12.828096805567	12.7577441804435	13.094325153303	13.0283032357689
NARS	8.98128185405741	8.98527271425345	8.87159726561385	8.99435343685886	9.09750545581802	9.06447332875342	8.64529816394863	8.60584986719498	9.13955135239879	9.18388345903223	8.98213796823992	8.9692426044345
STARD7	9.98797452429615	10.1021069384113	8.79376585730965	9.20628180173535	9.60584986719498	9.64781815592715	9.38478375009335	9.24769020855928	9.66569121703696	9.38823259689555	9.07815080773465	9.40023904489449
RPL19	12.4622210679175	12.4651071996502	13.0464931064989	13.0899138699875	12.5574876346283	12.6149628456136	12.8192211035502	12.7756514294893	12.676772507142	12.5525490280172	12.8414464114355	12.810752361942
SLC25A3	10.5779952201287	10.5764843467969	10.699745947971	10.5298209465287	10.5589946156992	10.7066686821797	11.0053438419178	10.9225100733883	10.8495614821783	10.9790678714805	10.3915658233656	10.6286278021601
RPS11	12.0626533184149	12.1341695900768	12.5187514955419	12.6904018171043	12.0020941911089	12.108312087938	12.2136814252588	12.1382718001722	12.2551761374597	12.1925239970754	12.5088594237963	12.4215915014069
RPL9	12.6699922796164	12.7860041015796	13.4001322853547	13.2240016741981	12.7412984374155	12.7882493194077	12.9684688049915	12.8895039634115	12.8477425026758	12.8098685914409	13.1019756709492	13.0531962063653
DDX5	12.1650011763218	12.2490541788979	12.2169883075768	12.4498966301992	12.1227632985122	12.1120158891397	12.0259354556089	12.0453501344724	12.2381957244895	12.2463546407901	12.3778612234948	12.3473999095085
RPL6	12.0081834831556	12.2495283012505	12.4917529056952	12.7263033218151	12.092129458475	12.0704564159446	12.4354879594319	12.3664588266261	12.299093514237	12.1779489273709	12.5358342640728	12.2209526309278
CTDNEP1	6.67101024127845	6.80219321694183	6.83541884047548	6.35931031689044	6.76553474636298	6.66106547980695	7.09275714091985	7.14567745519564	7.15886210620845	6.48381577726426	6.37677657188298	7.14363830992204
RPL10A	11.9012817494918	12.0325623590011	12.2403739633129	12.584069932816	11.9437968195988	11.9737691047028	12.3347481454854	12.196509918951	12.2911706993219	12.1768587962419	12.351160098022	12.0716299521532
CBX3	9.45121111183233	9.65713977659315	8.95826269732954	9.28690424402748	9.03603620648253	8.89299809305507	8.9646296667206	8.99223026496589	9.08772801817249	9.10760941436212	9.23613381339519	8.97211821838414
RPL17	12.340448218799	12.4553529090901	13.0838200157699	13.0430700168195	12.4624255858476	12.5297721532577	12.7435301149759	12.6350492112978	12.6508273741388	12.6302557472608	12.7688666309579	12.7498694273968
PSMB2	7.40896655165431	7.16087986183931	6.91408609701272	7.08108392868763	7.231701199029	7.19623326086959	7.01680828768655	6.82400405093315	7.25219234012239	7.46515822966425	7.3037807481771	7.2635039567056
KHDRBS1	8.60547951806167	8.53799487797439	8.28123458464702	8.11738336693148	8.25361115194717	7.91408609701272	8.52943055414615	8.54612275885779	8.41869594960205	8.32147718222831	8.34296357439873	8.38715571766298
DDX39B	8.79879578382045	8.61010206299966	8.97627770391054	8.67895218767146	8.56890615450208	8.47775826644389	8.46740176520507	8.71990214421414	8.28701971967815	8.41447383643093	8.48220292629595	8.66551357804876
RTCB	7.83920378809694	7.68509917200661	7.10013667128545	7.74348803978919	7.5713734359732	7.51491126486135	7.47248777146274	7.53449743373817	7.53060141451683	7.66391384211598	7.43879185257826	7.43379405875492
ERH	10.0574502721839	10.1346830046876	9.40194612397654	10.0686439425841	10.0639343057541	9.94016675048282	9.68264352028029	9.57931593758001	9.95898763329821	10.0903771100679	9.92451562222992	9.63662462054365
SRSF9	9.00407998284363	8.78283444309461	8.63081315229913	8.40556697413807	8.72843075170024	8.91288933622996	8.7983097824546	8.82813648419411	9.1627689481913	9.01833929409619	8.68667560090965	8.95971220517869
ABCF1	7.50303064564116	7.42122329922514	6.77478705960117	6.90448409790142	7.58796498888268	7.36981542428391	7.32463061526719	7.28355142317431	7.19278595925112	7.52277766952458	6.86913111964429	7.14261765544658
DAD1	9.11270013274936	8.90989308377004	8.66923941125265	9.24626555896271	8.79376585730965	8.64565843240871	8.82972273508606	8.651410525913	8.71973105674985	8.47208155013361	9.26655231794239	9.00056344271011
YY1	8.61820194159408	8.44708322620965	7.93073733756289	8.03946743827853	8.4110872267986	8.51943968699498	8.23840473932508	8.27705487614873	8.19401808422215	8.41827429388054	8.04630551649358	7.99237190701017
JTB	10.3559016383284	10.4015195435356	10.2646771657162	10.3951056546035	10.3125426568889	10.3969258200233	10.4654643718491	10.2633865833141	10.5338163894334	10.3889859343701	10.1975853074392	10.3951056546035
KAT7	6.9413411054853	6.83794324189103	7.10013667128545	6.96231765494231	7.4586116725846	7.456149034648	7.45203527354619	7.73944309777245	7.06608919045777	7.21042783040149	6.66249036391378	6.8008998999203
ZNF146	7.84674402324487	8.60325542454685	8.61985314739117	8.51451681645401	7.98641093525204	7.95826269732954	7.97154355395077	7.91767043436176	8.0574502721839	7.94661390541276	8.27332938656167	8.10956950937069
SART1	7.23840473932508	7.20359271420771	7.03121873061072	7.05528243550119	7.2336196767597	7.10433665981474	7.15886210620845	7.11165734626313	7.17692111164436	6.99435343685886	7.1168637576909	7.22303633790187
ILF2	8.94192792470872	9.01178633120661	9.11582397743624	9.18487534290828	9.12153351734003	9.18090370917938	9.12593001006667	8.89117612475454	9.14261765544658	9.23888237384058	8.89481776330794	8.86387652022109
SPAG7	7.94192792470872	8.20065343636747	8.14261765544658	8.34340782229781	7.92955431573285	7.94485844580754	8.01122725542325	7.96405201104085	8.44335800383632	8.32732808262995	8.27099606074028	8.42206476617281
ZNF259	5.97269265400426	6.23074100262691	3.91647664443772	5.12928301694497	6.34163000932991	6.20554891117303	5.95652136333312	6.17990909001493	6.15380533607904	6.61470984411521	5.43295940727611	5.32192809488736
TAF10	8.60436789989375	8.29691620687929	8.29783336841106	8.43087066354815	8.55803798477699	8.78985964091365	9.0555535932956	8.97297978606629	8.63698706120399	8.58759001940925	7.87958324961278	8.25219234012239
C1D	7.77412814429358	7.99830835035429	7.8972404255748	8.02458563827827	8.33851355532181	8.3371758685863	8.16741814583174	8.2128611165929	8.12670447284319	8.32327998788732	8.08905317215643	7.79181407116183
NONO	9.00281501560705	8.94632147710713	8.87927691241217	8.85860271245712	8.63117705570398	8.79279029430106	8.84392105128904	8.60622012128167	8.86758763491283	8.97642092077082	8.95623093654988	9.17841587438304
SNRNP200	8.68317008335234	8.68211676495007	8.71870410567489	8.4245862262511	8.57893871309339	8.29714555193039	8.74836059507432	8.85408917987057	8.50143914515887	8.41320478925258	8.33337900662312	8.35160182951378
RHOA	11.8346685576909	11.8790088139927	11.5706147217612	11.7806217830509	11.6281721039218	11.5832238324811	11.50794326184	11.2440069826536	11.7446656814249	11.7106773084364	11.578655729986	11.6244299389997
RNPS1	9.10669379120375	9.0127641928065	9.05052890553056	8.4641372862766	8.90839262077375	8.77577486863729	8.97341037703826	8.94661390541276	8.84235034341381	8.89314981993547	8.71801906528173	8.82670736566131
RPS24	12.5352510722543	12.4948305895581	13.0103882353119	12.9925666421176	12.4768727505858	12.430609357822	12.7015230665744	12.5097502665456	12.6981186156523	12.5551882513459	12.867684151102	12.7816056064959
RPL30	12.7795552166779	12.7979451739591	13.5513838350215	13.4725004640364	12.8414660681542	13.0215525987705	13.1611161329525	13.0238582901202	13.0226625643553	12.9100055556104	13.1452316383822	13.1785092456522
NPM1	10.9259994185562	10.951357576513	11.3435188629014	11.7833666140741	10.6987914689148	10.6894738949927	11.1454864077159	11.0534507861308	11.0691140617739	11.1053847492476	11.5650068478219	11.4299820309109
HSP90AB1	11.1822701918621	11.1389437065917	10.3922637500899	10.4627067506702	10.9032793420561	10.7797603868421	10.7427304765192	10.5808238499628	10.7040765480916	10.7344556022587	10.5516121428265	10.5939512839484
ARF1	9.60825482197791	9.50937914891469	9.30731467165939	9.33460849695124	9.46474993900329	9.5909612413426	9.6778077155729	9.59656249740495	9.61939466865057	9.63081315229913	9.31095353551874	9.55573947918052
IK	8.57742882803575	8.46270675067016	8.67701485655572	8.93663793900257	8.5077946401987	8.71046207397916	8.3741700760685	8.37199439319365	8.64781815592715	8.46964181723952	8.86696977835483	8.81826260830447
SNX3	9.7476055867496	9.59926199531718	9.54766574835342	9.67180640620457	9.65257612279015	9.3449616135529	10.1134166114859	9.94295428435221	10.1244444600086	9.9555772624446	9.85182710721737	9.87329029887475
CANX	8.5208150858443	8.61102479730735	8.0805510773276	8.3544697921574	8.29599846191139	8.26115467261557	8.31197531446116	8.20701432017753	8.30788384949487	8.3169602873649	8.41362792902417	8.39660478118186
SART3	7.74819284958946	7.61985314739117	7.87344411251538	7.90207357931074	7.08001802908917	6.78790255939143	7.50303064564116	7.23457795978457	7.2336196767597	7.36457243229586	7.52120781622399	7.70113315484797
CNPPD1	7.49625461006128	7.62461270900574	6.65963918701565	5.91169158187234	7.81570350334807	7.40258575823259	6.8648051942415	7.43003431857349	6.61397358738023	7.19130601891869	6.25455625190949	6.34784279363816
SMNDC1	9.09592441999854	9.1053847492476	8.5702352149746	8.93899143877554	9.26959425168337	8.7632123668144	8.94515117078387	9.09064175191785	8.61948637605555	8.66959375118833	8.60473853445992	8.60177078840771
HNRNPM	9.53605290024021	9.48099210369791	9.53440016137587	9.2576235579192	9.21030605829414	9.19142940528104	9.39339045744399	9.32361776329158	9.39767463294827	9.41087529950613	9.34485068394299	9.3734089602287
HNRNPD	9.37818646002613	9.42343110405453	9.62415574056858	9.54341854992942	9.2053045315602	9.05379015595211	9.23158120942184	9.30355245558372	9.52816104883314	9.28563340146684	9.47735352663456	9.67224853027437
RPL14	11.6052480015658	11.5474729648907	12.1757990223714	12.3560117215028	11.6263478702073	11.6025132974518	12.1703319543603	12.0945395909191	11.9739125707968	11.828096805567	11.9765641234153	11.9569206047211
GUK1	6.67454539384587	6.16791986555194	6.71493235178568	6.62278396615612	7.01513624379738	7.02680005934372	6.88813438835287	6.67454539384587	6.93014594790882	6.90568784852686	6.4586116725846	6.30742852519225
KXD1	6.49825086752783	6.38973887867698	7.04984854945056	6.5352753766208	6.56071495447448	6.34251918966061	6.65963918701565	6.70942850136835	6.78724960846791	6.57061472176119	6.44045394382303	6.50064273606281
OAZ1	11.5083395113816	11.4893211501524	11.2861534269193	11.5555238064141	11.4224853156703	11.5021107735361	11.8133002127025	11.6312907566963	11.6197843848679	11.6103789452653	11.6731986384628	11.7122045504387
ATP6V0B	8.29553937040683	8.30058135979597	8.26209484537018	7.69557630622205	8.36106648879432	8.38801728534514	7.87958324961278	7.78659636189081	8.31197531446116	8.62680414493225	7.82781902461732	8.01402047031493
KARS	9.88478105447129	9.97999672947419	9.92585110757785	10.2491727240944	10.1413408210939	10.0588035177956	10.2605667533602	10.1198489583368	10.3823538336645	10.1817113326489	10.2640320188287	10.0336294793721
H3F3AP4	11.8940408932457	11.758535542718	11.655396554328	11.7918547603173	11.9120472689945	12.0029731971807	11.7581607410138	11.6287872625439	12.2531088156554	12.3400447980914	11.5801407724362	11.8153432648741
RPS6	12.650928321123	12.6507039848984	13.108940935647	13.1583730062287	12.5385163391327	12.5739666465941	12.8444409714476	12.8184923058045	12.7837963012194	12.7304064500057	12.9610336115105	12.893367899374
RPS7	12.1012042333091	12.2957689344205	12.8563963476055	12.8995551854503	12.261213451366	12.3427691729184	12.5493996412466	12.4257273136147	12.5221646488727	12.5693097487303	12.8033037357016	12.6233328324518
USP22	3.41953889151378	3.76553474636298	4.28909670241999	4.14974711950468	3.41278152533848	3	3.78135971352466	3.47248777146274	2.92599941855622	3.56071495447448	4.28540221886225	3.70043971814109
C11orf58	9.39692582002327	9.44066157065521	9.20689225959614	9.64069683757009	9.28331990667844	9.29450588006391	9.40162620047131	9.42563553536776	9.28690424402748	9.17505047771211	9.49395549397169	9.27926234231541
TCEB2	8.04494049127973	7.95128471496697	8.64799798703251	8.70026630687327	8.29553937040683	8.49445561358736	8.02762959173316	7.99293833616581	8.17517526212952	8.19303246844282	7.97498811199193	7.90116859546033
COX4I1	10.5979594200596	10.7467662249381	11.0075178960573	11.2279167242015	11.3649006781069	11.3301325915822	11.103550092758	11.0846091067707	11.24857990068	11.3603533017646	10.8063079442836	10.6756924558024
TMED2	8.25550073314839	8.36501007678302	8.4606606646076	8.81378119121704	8.91348784071516	9.00898878322725	8.49305484153943	8.19475685442225	8.76983784362944	8.52552080909507	8.78037572232529	8.51491126486135
RPL12	12.2194105630835	12.3138183621987	12.7163693525622	12.6154227346983	12.0316667457957	12.0430956561469	12.6271690608418	12.6368738082785	12.4744918143763	12.4376480530697	12.3996784691529	12.4160321791291
RPL4	12.1383038028129	12.1894539560503	12.6747660535243	12.7680809168967	12.1710516668966	12.226713224619	12.535494097496	12.4636776259358	12.5392315257594	12.4066567735815	12.5479066914608	12.5302112332999
FNTA	9.10000522442272	9.15177765473205	9.30674526918095	9.14044636419568	9.10118781525974	9.06150620693541	8.46086540384599	8.65212792773827	8.92258440271366	9.07895134139482	9.00140819439281	9.03232128705788
RPS25	12.0119959287819	12.0494061458821	12.6219602749885	12.8541671191505	12.2841589772699	12.2552056491767	12.5389164024641	12.4589960803213	12.4117492990069	12.2281573036894	12.7357886978965	12.4219596096408
RPL37	12.6456359182655	12.7002663068733	13.326373306315	13.3305948120253	12.6787101635068	12.8130997576521	13.0302705474931	12.9552139821463	12.8158835888591	12.751460373655	13.197416370896	13.0979004441958
HINT1	10.4821020632176	10.5629101840297	10.9874061425136	11.2296600172399	10.6558884457067	10.6728672764338	10.9174466739827	10.7584730825288	10.8590688246924	10.9299241142741	10.6429542234803	10.6970544329565
EEF2	11.9709866294095	11.9100430442754	11.8405222434219	11.740265644983	11.889047582839	11.8503822056522	12.1782446780264	12.139295532726	12.0170693695828	12.0258143697266	11.6640027628865	11.6715410667119
RPS10	12.8217540551059	12.84458808465	13.4550831540254	13.3699108230463	12.9010742936542	12.9682707896131	13.1132049616181	13.0607634720092	13.0552654864467	12.9521406058189	13.1667907507182	13.1005802160485
ATP6V0E1	8.50064273606281	8.48804095228879	7.90659000282883	8.49944729748518	8.012065787874	7.93899143877554	7.93545974780529	7.99520183149718	8.70442243518048	8.4858293087019	8.77856999352952	8.66604642940879
HNRNPK	10.6207696679994	10.9138243904081	10.6825118494774	10.7479831403019	10.6839157188693	10.6235157414905	10.6961416511638	10.6885563029012	10.7990387231223	10.8311884659949	10.7643740238952	10.5759646184364
ANAPC5	8.26491169307447	8.3264294871223	8.39339045744399	8.44666978730701	8.5372184005386	8.49345520092618	8.2309811116465	8.14873077917319	8.60899400223791	8.64024493622235	8.36150519794804	8.5779952201287
RPS3A	12.9015268861181	12.9965617566546	13.5289424150649	13.4601166848715	12.9066463687459	12.9837240035993	13.1308198919857	13.0447356260569	13.0989285525484	13.0088137562285	13.3485552749315	13.2816692753734
HNRNPU	8.56224242422107	8.5730790854813	7.91587937883577	8.15101653889225	8.25597274199961	8.4423215104798	8.11997860965488	8.21407622240119	8.20261362014849	8.32057493389316	8.09090634523191	8.29553937040683
EIF3A	8.52120781622399	8.74180402530956	8.13699111208023	8.54496443278924	8.39403389536778	8.42752237068255	8.24126817732937	8.35535109642481	7.92540608314137	8.36282052553426	8.50104099556592	8.36588496767757
HSP90B1	8.27984269352035	8.32327998788732	7.07307041961431	7.87221314397577	8.4254257345907	8.5762953763282	7.81570350334807	7.48099210369791	8.05311133645956	8.19697089788995	7.88508622529017	7.77741971551583
MSN	10.3886631236194	10.0231998970893	9.45717564469693	9.57118379482394	10.020841078031	9.93457547254568	10.6002846228981	10.7407083608473	10.2447205993413	9.98825863123699	9.68141412519875	9.9029779958324
ACTN4	6.61028665708102	6.56529252058102	6.20163386116965	5.90929308582382	5.70321146739115	6.71149490665009	6.5298209465287	6.40258575823259	5.83794324189103	5.61765111942733	5.07895134139482	5.84549005094437
APP	6.5298209465287	6.61618123133188	6.97039353791468	6.54843662469604	6.73470962022584	6.8592241619782	7.1106138055009	6.8801957289431	5.77082904603249	6.16992500144231	6.94251450533924	6.92481250360578
PRKAR1A	9.22376040067285	9.14796805378356	8.72519581722666	8.92866641230495	8.34518344718767	8.28955784835356	8.47004872601133	8.37590826307501	8.83194056033588	8.88782986169403	9.01708677336272	9.29393139869572
DSP	3.36457243229586	1.67807190511264	2.51096191927738	-0.321928094887362	-0.15200309344505	0	1.48542682717024	1.48542682717024	2.48542682717024	1.32192809488736	3.35049724708413	3.35049724708413
RAD21	8.66835318047296	8.80219321694183	8.61636504926433	8.8376279331714	8.89072027292889	8.82686622653697	8.64853734589263	8.55535603863583	8.69991942179324	8.63426653420342	8.82877119385718	8.73250664387348
WDR1	8.30012372456901	8.16591193893569	7.5853381536437	7.67666233485797	8.16364967601582	8.29071006871741	8.15911448004639	7.96116025813664	8.1880942639264	8.21067134378562	7.71183901995903	7.98327866412136
NCL	10.6360807887696	10.5456402360128	9.41637531658728	10.0030962153041	10.4726908392428	10.4945556167095	10.2652634126425	10.4280460539584	10.3606276461929	10.4643415327611	10.0169475372442	9.91916128397349
AP2B1	6.94016675048282	7.4241662888181	6.63662462054365	6.62935662007961	6.98697970917658	7.01402047031493	7.20603754624659	6.96405201104085	7.22062016744785	6.92362461136832	7.24460168773681	7.1053847492476
AP2M1	8.52591226074335	8.47532812262242	8.35049724708413	8.35314682549808	8.54573675349338	8.68650052718322	8.17392693199981	8.34251918966061	8.98441845880114	8.63807383718072	8.06501215043695	8.403012023575
CLTC	7.78201533500419	7.72996056101802	7.3327079336406	7.37721053038855	7.65785433581572	7.88325423134128	7.63481105017172	7.38715571766298	7.57175264350355	7.78757612086964	7.42500604148493	7.54959216744175
MLEC	5.42290574261218	5.66817586897014	5.35402893805439	5.40258575823259	5.36806987653208	5.30742852519225	5.0574502721839	5.1106138055009	5.62205181945638	5.50143914515887	5.72246602447109	5.01122725542325
LASP1	8.88752527074159	8.99180525537646	7.03672310600552	7.63952159951083	8.34739990950854	8.97613447283165	8.63626208880638	8.49225378930292	8.53760669149529	8.52943055414615	8.11634396123747	8.26584942144085
SF3B2	8.38715571766298	8.01792190799726	7.52199295640167	7.4643415327611	7.87958324961278	8.08852325661663	8.07681559705083	7.96981818594658	7.96116025813664	7.76420813013995	7.58871463558226	8.02181282358484
