,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5
A0A0H2UHH9,13479.62545,23980.31179,18878.65221,22038.00205,15204.37452,20781.57188,17132.87765,24629.79896,25881.27584,26656.75903,6509.828841,17434.21732,29979.13258,9325.564748,11310.28081
E9PT29,3422.16687,1366.585553,1476.085756,4538.304771,1345.82862,5023.00436,2546.436667,1815.291566,4023.733853,5290.858509,12193.61828,3061.286519,4142.390505,3064.422078,5093.839988
Q6IMX5,425046.7833,452393.2392,382342.0251,515444.0104,500541.6568,339418.1833,297917.3273,292573.6576,388925.8307,673498.685,336712.972,356815.759,329631.8869,393514.0434,462206.9298
A0A096MJ77,11835.54679,22625.94013,20733.25588,32062.62622,24230.95887,31723.25187,26189.16933,16697.40596,36624.37001,30135.74134,18945.46255,13125.93523,33872.03826,24756.80119,16000.92771
A0A096MJM1,1442.561801,5974.531216,3191.642012,5031.376226,4628.837294,6203.491583,3459.249021,4054.904277,9466.969516,3511.271072,8449.513639,6387.01478,4434.007788,8916.005128,11157.19887
A0A096MJY6,22593.77249,34226.84972,33301.78674,46940.07646,43823.63025,21996.62012,23579.28125,17662.79507,35993.78232,51215.40987,13661.95207,16539.56669,20180.38771,15243.9707,21524.24758
A0A096MK30,167206.8678,178454.0196,182115.0563,231380.8476,207470.2366,219537.3116,226180.3234,162396.9001,288901.5762,263385.0294,138583.1607,168031.2989,175273.3237,181465.8977,158285.1726
Q9QWQ2,7383.36891,11374.32487,10317.46977,8873.357584,15140.09121,88.48848043,128.2740357,155.0805037,143.318085,105.4970722,1575.626219,1878.180616,1571.097587,2294.3899,3606.471175
A0A096MK55,2506.791827,2489.29288,2763.965945,2914.959538,1704.606361,1299.077258,2156.100766,1851.071727,2933.591788,3177.863088,1346.045915,2025.434351,2619.506443,2975.100355,3041.073107
A0A096MKG5,6594.510858,13079.13235,6172.031588,13675.74155,9139.217494,5898.688534,5485.65351,6062.823604,10128.13527,13703.53793,33.58829838,24.59111576,37.36496135,2839.568451,55.66040321
A0A096MKH2,1885.285136,4674.323014,3316.261164,5566.655854,619.9930966,2733.56702,5005.777302,3893.961091,4151.957882,2358.072471,5918.909219,4561.644417,5184.53801,6972.617794,11430.11767
F1LST1,179173.5342,225888.4187,181291.4974,218481.024,157521.5616,165938.6114,153470.5974,150281.1544,253906.6774,244997.6353,122243.9174,146609.468,173528.557,132844.1653,151125.8862
Q8SEZ2,297855.463,417264.0458,450333.5189,435181.7389,216601.7622,375145.0982,623839.0729,421634.2542,630315.886,630841.7833,465653.781,189999.7793,421689.3726,270208.3061,344743.606
Q8SEZ0,120132.2717,111557.3054,100946.6196,113954.6223,102759.8802,115034.0036,135567.5234,148350.3762,198526.4006,217380.1533,108835.48,58842.92385,98621.39933,122874.622,67012.77595
A0A0K1W396,30067.05196,38217.48043,77874.201,68834.91198,72618.15413,21354.1186,24615.85377,16178.93126,29613.15902,46091.5531,1651.50917,24616.3144,13817.87966,17506.65287,5827.860123
A0A097BVJ5,3.093197944,18.25534515,12.02629863,17.56368393,227.2332325,59.81052984,132.1259851,120.2101933,90.12130887,119.4203002,4651.189089,2502.386121,3258.281826,6085.665241,4347.758844
A0A097PIG6,1849.64202,1093.428247,1745.434218,2000.39989,2564.958697,1104.911059,1442.920918,1695.934369,2666.407429,1056.632014,872.4276717,272.9654723,957.3776582,600.4627951,557.7903573
A0A0A0MXU4,9455.593063,3145.304179,9462.628353,10994.89267,7494.224276,2597.529928,12658.85507,2015.93048,3850.729938,14907.08848,4290.993038,1505.433931,3041.672678,3399.614658,3215.091269
A0A0A0MXU8,24063.91706,18397.30984,29455.3196,33492.06613,15784.02309,36008.39967,34186.44105,24219.33982,40068.81937,42718.4356,1137.812156,93428.27209,68651.80406,53991.13988,58795.05945
A0A0A0MXV4,498.0937533,697.3330342,460.0310887,125.8370563,317.432453,67.88157469,82.06640724,118.811488,119.0014506,67.75717588,1995.072897,2877.280363,2383.486061,991.2959411,2011.790394
B0BNK6,255040.9143,378356.5378,309600.7031,443430.5048,317070.5196,283650.0515,287357.0577,238871.9196,399614.5638,458679.1368,379392.834,259712.2446,277934.0545,400620.7112,369499.5832
A0A0A0MXW3,38393.41131,34464.27855,55519.36396,47262.7575,32954.80733,44508.74047,45375.23876,25350.80285,53112.0637,40417.1993,39346.07027,67110.99892,67742.95448,73067.32222,85849.58514
A0A0A0MXZ0,3608.2496,983.3891223,3550.752018,4739.108815,5580.010392,3447.314174,4722.989544,3868.667446,5030.703577,1355.187222,6399.781203,2396.819321,3202.684925,8546.862576,4020.256279
A0A0A0MXZ3,24179.51634,15624.64336,17405.8224,25976.19428,14901.63862,16286.9761,14520.49543,20760.14137,25581.61077,25281.83982,40872.28749,18600.7285,26849.21172,34860.39451,23644.2004
A0A0A0MXZ8,21530.90132,24229.15547,21930.92763,34339.19656,21612.37582,14502.71234,18208.85789,13945.70947,33256.02606,32159.74416,1258.927709,2148.772169,3462.604679,2052.649096,1656.159962
A0A0A0MY00,7602.258292,22199.59556,29345.51174,16407.77432,6775.569923,9595.466517,11613.80242,8443.216604,19824.10054,23904.93564,85586.86161,41405.77805,80668.81511,63033.78516,71429.73092
A0A0A0MY09,69520.12334,114941.8077,78378.55104,97249.38801,75832.31923,135112.6962,113718.6898,77087.10765,130697.4531,149077.5014,96621.3461,86858.71539,136333.0466,121547.5949,115097.5121
A0A0A0MY37,7356.074632,6729.052652,5382.181107,8544.000397,8095.300622,8126.415742,8325.503054,6472.832682,9206.036685,9523.862923,21050.51395,11847.65373,14333.45544,17939.11549,17648.49136
A0A0A0MY48,1060.809934,1234.46946,3722.358712,2113.449511,2068.277977,1942.661409,1998.170612,1517.348639,3354.549847,3182.627003,5639.96976,1185.155838,1786.62609,1522.174137,2605.562742
Q95938,100271.6729,102431.1347,146235.9771,131008.5005,71590.72016,56288.62884,43676.21758,88883.30739,102728.7146,99883.44777,23228.7619,109617.8854,9435.766059,15248.0124,26475.92592
Q8SEZ1,20383.47142,29740.24388,33557.79227,35939.24942,26045.72593,13510.43683,21527.58598,20169.20623,27544.72267,29671.25948,19577.78394,9561.48705,8717.10167,23402.82943,14909.25252
Q5UAJ8,7295.599088,6444.822948,12210.37848,17376.55923,8202.988889,457.9124533,5627.820586,5966.059665,7057.417852,2868.804013,16303.34096,1346.515084,2891.20759,11136.923,2815.470546
Q9Z1J7,3385.399877,3468.230219,989.0368249,2835.884139,3797.05532,3998.083291,5535.536692,5203.199736,3380.031557,2873.3814,16203.69356,21398.8911,23839.9098,33195.21132,26600.69188
A0A0F7RQJ6,129439.0842,168386.124,115853.6748,159990.4501,126044.7207,141525.2195,154019.3124,117835.9792,194428.9397,152485.025,241461.7776,208756.6934,247111.7114,307519.9958,284879.2924
A0A0F7RQL3,228490.5424,269789.9225,217470.6331,547111.2596,269555.8191,177710.1718,285556.2748,227530.2854,414434.7335,457534.4736,52794.80621,530054.8714,447855.2641,498335.7085,231254.2274
A0A0G2JSG6,612087.4909,828432.5629,709729.0478,930211.5375,750081.7434,455372.4256,546170.9587,692514.786,683861.4787,777841.6878,598822.2777,399420.2616,801358.4778,637343.4766,473023.1734
A0A0G2JSH2,11906.72597,6685.105482,7166.239595,9659.660799,6846.995818,7533.049155,4186.495925,3179.97821,4908.866961,6992.370671,59.93658679,21.92961781,49.09464542,22.81075767,75.34985006
A0A0G2JSH9,207051.1571,269573.0403,293774.3264,304418.0309,251380.6769,235106.4182,188403.7897,143624.6952,287943.4634,359675.6904,126010.0031,218010.6901,233187.2384,258871.3186,269949.9382
A0A0G2JSI1,172403.4837,154146.1016,202020.9228,186880.5364,183745.8522,211988.0229,335180.0641,203420.3112,356553.8505,322497.2924,450992.4241,323870.3595,405554.4875,576812.1816,517486.5168
A0A0G2JSJ2,93817.37969,67895.51339,77197.47815,113576.3066,114759.4299,93422.96765,84871.24569,83000.95979,128985.0814,105031.1241,98182.00026,39793.64984,76264.8218,38793.64881,82942.5747
A0A0G2JSK1,397945.1741,450235.833,378983.9477,610586.6992,407775.9071,535570.6053,440468.4962,367675.9793,708255.981,708169.41,288933.5075,455778.8582,520400.5348,429498.7061,482818.8709
A0A0G2JSK5,36313.15942,40578.0709,36002.29395,40243.88863,42296.21504,45691.30967,43892.71059,41128.27627,51985.4318,60919.90464,24642.21667,47209.04916,49994.58092,64252.35975,60625.85751
A0A0G2JSL0,15174.01122,21453.63528,12608.75119,22192.29551,10815.52821,14889.12931,20619.21323,16680.3035,29692.662,26303.43523,21401.47797,11355.66909,10790.06413,17058.69704,19378.00794
A0A0G2JSL7,40297.05317,40233.91326,31539.75366,40959.72126,41083.07375,19266.71739,23337.84666,28491.35539,46268.69231,40992.83921,7554.152408,10785.10358,13857.15093,25392.02278,13146.49087
A0A0G2JSL8,4235.482736,1714.624249,518.8195387,2495.25165,1635.103477,3894.566837,3201.153439,1236.778206,3854.059555,2839.492693,6634.245681,4507.760385,8581.896276,12682.20222,7009.838198
A0A0G2JSM2,47956.57592,39259.65601,26947.61455,67988.52333,59118.6607,24176.0452,16833.57856,8252.389101,47157.4948,73212.13233,72.3086516,77.5265792,62.96419529,2110.309827,102.6290396
A0A0G2JSM7,14214.43015,29850.39715,27287.25282,43757.03204,28633.54091,22385.11909,21889.73788,19895.56679,29452.79404,26287.55552,52947.94082,27282.20732,22428.38786,35124.45268,27159.67288
A0A0G2JSP3,711.5034275,915.6990779,75.44092219,922.6158319,1619.93921,2244.674592,2542.994731,1597.640211,3027.50043,2129.933798,2793.42445,2065.603336,1833.68817,2135.637854,1108.556175
A0A0G2JSP8,11592.57422,7029.263139,128570.957,5461.395081,13946.7294,7788.300884,675518.0494,256545.9662,5909.789018,3391.445334,48386.14131,35370.66895,10143.7711,56750.27836,1497496.951
A0A0G2JSR0,240398.3388,175725.871,269903.8854,248449.5616,220502.7146,217026.4341,247560.2551,212853.6706,294296.9062,281825.356,283269.7249,247363.8208,232070.8121,273333.8927,371703.0354
A0A0G2JXI4,5150.322611,6674.261378,4510.804672,7331.090592,1381.541562,6962.168029,5794.430416,4236.460444,3512.740376,8983.290745,1303.109604,1695.882741,4294.875264,2908.277464,2020.449577
A0A0G2JSR7,8028.798235,6925.388028,10200.63932,13323.3887,7824.981096,7841.599774,8078.082482,6260.852136,12493.51863,9784.555018,12262.49221,4079.909464,14392.36236,13559.2526,14700.50443
A0A0G2JSS8,1056609.542,947204.052,1173284.199,1458518.282,896230.1054,975244.841,926230.9216,893513.7484,1254108.451,1877380.065,882685.4909,1005835.248,901051.422,1115847.877,1224191.581
A0A0G2JSS9,138965.3212,136213.3761,134214.5702,195025.4509,144302.2774,146068.1174,161032.8879,161325.7458,188204.6043,199369.9025,25498.74472,59301.71904,55545.85657,92110.49728,59831.06849
A0A0G2K611,3078.098458,1277.778033,2702.869366,5275.872024,2596.935521,1533.883875,2024.159759,1162.967579,2588.739148,3351.547534,4778.239532,7962.53699,11150.79887,15840.79606,29798.40338
B0BMV1,14666.12364,6285.585819,12464.46876,19347.50983,10128.19137,14133.36766,6862.928168,11132.35409,19362.03197,17519.96432,18302.88334,15338.88991,13570.47061,18958.97284,22762.04643
A0A0G2JSU4,72351.23537,122932.201,105064.4143,149419.8644,104397.1814,87747.46822,93535.95439,66173.03502,135664.6902,154344.2757,94936.13268,97445.17043,87473.96658,92986.20041,120602.2765
M0R3X6,5569.962979,7086.908118,11469.81387,12465.87311,5051.678564,11166.95109,9081.732102,5552.000002,12726.59145,11766.21193,9034.20943,14150.41514,9708.981953,14079.28553,16115.3526
M0RBK1,3874.234988,1731.803597,1174.43335,6018.186758,1371.761714,2551.30979,1708.650023,1531.255638,6075.522133,2300.640808,2256.720601,1954.711559,4843.831623,4255.378329,2594.197565
A0A0G2JSV6,29041.64352,51335.994,28031.00953,24018.596,33453.68971,28672.72299,36940.99035,31933.0013,67303.6843,47764.21709,31978.02404,31792.55452,36086.37732,84256.11379,52795.48469
Q63781,20389.35842,11906.25676,19143.5956,22180.42678,16330.15644,22387.61747,27902.65662,16028.15954,22151.43119,19606.82438,10686.45131,18591.94306,22542.27457,13956.68709,32832.98209
D3ZL24,7046.739519,5916.886237,6105.636131,7233.544494,6159.658966,5268.678955,6934.759951,2445.967449,7065.571987,303.1637345,5419.86623,2210.416673,5865.44587,4779.924505,5967.025512
A0A0G2JVK4,13878.87113,21590.0427,18496.23997,29240.8362,20794.82407,22687.00736,21019.27636,14884.99482,20937.82169,32176.28554,13373.26769,16937.35189,20429.47981,25914.07656,26869.74498
A0A0G2JSZ5,196240.4837,178459.727,150883.6585,162104.5672,141681.4966,164377.1202,174725.8212,153445.1102,198947.6985,208110.3658,139521.0186,140567.0377,194516.2499,210108.1264,220144.1902
A0A0G2JT00,3457.488877,3190.564042,5021.347373,4500.918285,3394.213294,2554.266214,3914.632586,4544.304799,5032.130553,4700.662207,2291.119285,4534.897628,7138.957315,6983.395685,8226.99419
A0A0H2UHP9,85040.39723,124581.6464,138191.913,150139.4061,103221.4014,111244.7853,123750.1977,97565.05837,156294.6927,153709.0868,53631.55132,88591.39937,108714.1178,93430.78815,87480.91282
A0A0G2JTA0,1536.507119,1634.720319,1246.766084,4569.311832,3059.39069,1251.816131,1926.08942,1897.383396,1372.389108,4848.078957,43.93571642,50.60901851,1215.277753,1256.364551,103.5931731
A0A0G2JTB2,99757.89831,189908.8192,135631.8577,191405.4888,162938.9407,148808.0137,208072.7284,131558.4565,285592.3498,232221.0762,71799.61759,142768.2785,154599.801,152608.1114,137224.8097
A0A0G2JTG7,30294.50425,10251.10386,28496.41609,34641.10733,20093.20205,16494.34211,30498.57741,22201.69909,30554.28398,28032.33991,20019.60294,23564.01394,29316.57001,27367.74377,52746.00367
A0A0G2JTL5,3152060.588,3708912.275,3421408.575,4523839.763,3712662.881,3411420.695,3700234.667,3308831.777,4691422.929,5721992.954,2692311.643,2681901.94,3177382.999,4063801.434,3445967.093
F1LSF5,1659224.315,1929565.834,1973604.73,2383314.713,1832458.71,2094604.894,2389703.712,2014580.285,3049040.979,3185273.621,2790640.184,2367285.578,2827475.912,3322552.412,3307806.782
A0A0G2JTQ5,1872.872205,5903.188427,5392.906532,8610.761986,4488.457945,6505.379851,7646.592951,5781.083005,7115.176408,3815.830899,2871.970046,3476.544974,3136.091382,3215.447179,3068.596936
A0A0G2JTS3,24554.67883,20953.09421,19443.65195,33792.4933,23902.9492,32912.48344,33444.67814,27978.28146,43345.42912,41680.2988,10761.91955,33775.62353,25557.18668,38774.78751,29897.36542
Q66WT9,15176.15195,21533.53921,16569.49511,22242.73761,12272.06696,19443.68637,30462.16269,12422.23995,14351.98559,20222.16358,5346.302999,7776.578513,9399.299868,4223.469888,16286.21678
D3ZB30,31991.56592,43044.24873,26923.35469,47474.911,37127.17824,34453.57099,25403.01038,21049.08301,39681.49719,58322.24687,9893.668281,38403.59802,30346.03852,32663.05325,31545.7022
G3V9E3,21853.08081,13609.35202,3756.577907,15709.74476,13715.4194,13449.64278,18780.51916,15722.5655,22977.03899,13278.75539,16790.58746,6085.381341,10837.75068,12393.22019,11360.53498
A0A0G2JTW9,543209.5858,556896.1687,533915.1749,592308.8585,383831.7507,421144.5421,373440.4647,334830.2465,573970.7013,529469.6116,269172.5481,345526.4688,330798.8048,445227.6816,498985.2508
F1LZF4,2337.353242,4890.1207,5041.84059,6869.916344,2765.775339,102.5358854,138.2487458,80.59291667,134.5871609,104.7138295,585.921882,538.8762123,317.0033656,737.1485629,1781.858243
A0A0G2JTY6,3682.960992,2948.740496,3958.637135,4374.813056,2125.030149,4267.242695,3175.363823,3876.003507,4676.133891,6304.447898,3830.783226,6884.368289,4812.863416,5374.526937,4107.853164
D3ZGM1,27311.93575,36599.42578,29063.9695,45860.76404,29241.21042,28126.40932,43738.57156,30117.43969,38376.15349,37658.75935,2789.174783,24792.51128,30558.66443,24028.62036,22554.84462
Q4KLN2,21606.36197,22814.85585,19105.92895,32164.25221,21269.53154,27958.60108,20914.52168,19284.82879,34928.30657,34042.1528,2318.487337,9043.14609,12287.98288,11902.82644,12492.41352
A0A0G2JUA5,463221.3053,433119.2691,449094.9885,444305.8233,394468.7141,599487.6383,476514.0834,394027.2763,602224.8351,511327.0298,952805.0236,742516.092,886352.7436,1186847.193,1182905.847
A0A0G2JUC7,14738.37318,20183.73348,15936.82308,22109.95621,15236.79088,17631.94038,17560.87536,17859.92347,26228.50677,21892.18095,14401.24788,16769.45237,17761.27699,18021.29687,18357.46172
A0A0G2JUE5,1272.394872,616.6668726,1292.870356,1175.121493,1624.004995,2390.996717,24498.62829,25411.56161,2233.965618,2951.180056,1957.192236,2397.790581,2087.38063,3113.798251,77047.37398
A0A0G2JUG8,4467.270005,5906.042133,7738.261936,2366.984979,3148.398335,5189.563408,9253.330248,6907.59533,3069.426363,20741.56281,1008.050716,3583.922574,729.81474,1086.141332,1215.960594
A0A0G2JUL7,4132.781344,1798.580461,3790.988626,2349.2663,1140.396763,2007.369595,1696.62678,1194.02205,1737.989371,5291.983329,5268.416824,3033.026686,2110.606786,4266.695112,3535.342206
A0A0G2JUM8,2926.856062,3018.827668,1409.307252,1085.32098,2676.328146,3211.75804,2632.634804,2751.246437,3183.856278,5453.294834,2123.66201,379.7410117,2055.739196,2601.646642,1766.495793
A0A0G2JUN5,38342.56903,32132.22518,34798.87644,58561.04452,23052.98109,34019.68469,41074.31082,28839.70558,41857.97604,53216.25478,28625.182,16293.08629,21258.6648,26639.56293,23638.78841
A0A0G2JUN7,12362.16574,13501.48172,10966.74065,20144.93997,10397.41204,17131.84684,14776.89497,11612.57328,22500.02115,21536.21054,9468.701419,6657.411096,6418.048858,10356.8736,8117.981309
A0A0G2JUN8,4222.58486,3131.378062,4189.616693,10253.09718,1973.332543,2828.297488,2767.469054,2917.410375,8050.865265,4071.692909,1105.670757,2275.038464,931.62692,2946.606325,5917.389855
A0A0G2JUP0,596.5007583,793.3011909,1126.807384,2436.575635,1113.584584,1495.242176,1189.364712,648.2537176,797.9704457,2260.743008,2233.713775,1149.05528,1310.819156,1841.940503,2258.113146
A0A0G2JUS0,6600.933037,4963.461103,3702.248555,10017.20622,3123.014683,6909.701928,6401.508736,5026.324258,9679.656961,5308.921707,7963.732547,1552.680073,2573.39074,5076.922595,5556.255667
A0A0G2JUS7,3593.371547,5840.9775,6871.929,8654.527914,5928.348974,3268.929429,4184.400824,4018.133983,8868.31891,8433.455388,2923.983734,4558.032626,5100.273076,5161.663709,6663.702934
A0A0G2JUV4,9394.047148,9841.881584,7064.731165,18452.90448,10883.1081,24699.457,15606.45229,12231.86252,15562.19753,10718.81196,5599.964256,3953.252705,13779.73042,16286.05743,9428.455426
A0A0G2JUW8,7880.552858,11717.34104,8045.340877,20177.57897,9922.70457,13408.83581,18442.31118,14436.73022,26573.69917,21565.985,39293.31576,22622.99571,37033.37614,34272.99978,40954.05596
A0A0G2JUX5,7269.37518,4408.984877,9928.673336,8837.009605,7841.463998,7247.816786,9048.310362,6620.453958,21020.04272,9749.487305,3662.335152,4468.860405,4447.191718,9349.141376,4632.893274
D3ZE00,2262.962969,2255.973398,2586.996533,5835.779256,2115.030526,4993.023732,4649.61138,1995.632552,5501.877606,5923.334592,4969.181536,4254.690906,5200.695341,3350.170745,6721.611206
F1LPD0,94941.26159,89686.45741,127919.7709,127930.0493,97007.34883,90066.80292,77937.48341,80516.60181,105752.5456,113023.9172,53302.56834,121473.3484,103749.1062,59669.06427,67107.8723
A0A0G2JV31,18627.00456,17323.17269,19171.68598,16435.96256,13840.13999,24644.90892,15439.84246,17421.56031,23638.20474,8247.530309,8349.133535,22625.92419,27259.87709,33401.33835,26943.96652
O35535,2382.843709,2337.361264,2979.623468,3305.143961,3148.618109,3033.456581,3485.63722,3854.085342,3918.409402,5381.042108,1970.743169,4546.953205,2941.81143,1516.852553,1880.259682
F1M5C9,9746.731999,10608.95934,13955.8127,19397.21013,14881.85915,14723.81947,18750.09041,12161.6524,20556.61512,21770.43642,12590.00979,15978.2747,15738.80617,9815.958502,14933.21989
A0A0G2JV81,82969.24343,123594.2621,90412.72622,127922.6313,102496.1538,115525.3527,117544.7298,70691.68612,147066.9116,196643.8837,82304.35891,42071.51916,83501.95732,82713.52903,50440.49698
A0A0G2JVB3,6398.634294,8254.647026,4404.891168,5867.973187,5673.962908,27314.01758,16503.3519,10060.29962,16293.35308,21220.60107,84348.59609,18122.89819,54698.719,41959.65244,32673.71504
A0A0G2K4U8,10885.06381,12155.67118,14082.21942,14051.09007,15040.6444,15856.42096,18760.56588,14975.90791,17541.61771,13771.02676,11964.28271,13594.49202,16011.46104,13918.29087,22897.34612
A0A0G2K913,3353.235452,3683.228866,2736.258612,3075.409903,3239.603711,1625.491349,4183.004099,2407.981974,4110.031949,4001.2928,6946.449791,2866.347367,2533.895055,3433.076823,3594.487496
G3V7W7,16434.89968,32978.63614,13842.17434,13570.40659,15097.23568,31184.84977,20934.47495,11326.78211,14011.54978,15905.52597,19255.39528,35013.39439,32496.98251,36709.47534,20685.38951
Q6P7S0,364308.9943,262609.9833,281414.5581,362278.0788,287209.0027,207869.8506,226549.459,229839.1181,335088.0474,379134.9656,239695.967,185875.5034,207683.3484,272134.8529,462887.294
A0A0G2JVG4,70922.29981,83927.66681,69523.6964,98065.36305,69321.57454,65765.83842,76675.43891,73783.63164,106588.3461,110794.1397,86707.8949,75354.66999,89235.5639,77809.59149,71462.97599
A0A0G2JVH4,1208761.744,1512638.527,1528180.643,1697450.607,1384178.828,1250192.182,1341159.229,1162697.536,1771013.684,2007196.788,1593699.021,1138788.238,1285461.131,1790678.184,1263699.09
A0A0G2JVL6,682142.7961,883623.3509,738202.4807,1098228.215,737554.7409,645915.9716,791296.9145,571852.3995,900965.7538,1117866.223,365918.4536,483335.8546,485230.3003,630634.2434,584502.3853
A0A0G2JVP4,8512.602634,9566.21301,13757.26477,17162.18033,13691.24447,14265.7821,10329.31048,8225.835274,21355.72193,21061.14219,9674.590534,10683.09487,12949.4234,11203.61117,12671.0091
A0A0G2JVV5,4550.169669,3419.317587,2157.341373,8294.015318,4580.707235,7210.341005,3400.686165,4709.028533,8443.623546,6916.280339,4010.221822,5081.400798,5852.542454,4025.001046,3858.515167
G3V9Z6,4037.251382,2786.53552,5433.31837,6103.493251,3879.9643,4255.167169,2600.210739,3667.173406,5579.070238,6712.490574,5692.211369,4412.04,4097.509036,5038.728469,6252.469205
Q3KR72,20080.02331,14134.43502,21471.90524,22324.33511,21514.02785,18023.35413,14381.32135,16529.08171,27419.01285,27176.15826,8922.838805,18707.61802,13454.33983,19846.12747,14487.1175
Q5XIM8,69370.27242,69145.43919,61480.90919,73768.59374,73953.26887,86931.32892,84626.8181,72545.95331,120307.7055,123762.5789,11763.5225,19518.31888,11047.57151,25985.48005,24166.84377
A0A0G2JW28,11602.74268,23128.19341,14326.73344,19941.68801,13761.57151,17397.92492,18935.15702,11892.06355,15380.76766,24866.9821,19727.25505,24104.31849,27479.23523,21387.36499,45565.06935
A0A0G2JW34,73913.9664,63061.32544,35933.98325,52730.53202,146901.0809,31430.10796,46347.9608,59426.56291,62660.57472,42347.90877,54431.66135,6817.501326,16212.30558,86290.43952,10063.20425
Q3MIF0,4331.173263,4316.010946,4241.137003,6227.892347,3592.22784,5890.360579,5963.035566,4415.586249,6715.283246,6017.752773,2883.606836,4823.255295,3379.630083,1386.363691,2518.764869
O55147,1838.189129,6952.212915,9447.30633,4931.085487,5944.282434,3280.88004,9271.288194,5648.313882,5866.57201,4475.699482,17310.80552,10879.30302,14818.73623,9613.873165,23931.03574
A0A0G2JW88,24269.42689,23430.11613,23816.81376,22885.13249,27113.81772,36451.44673,37039.26023,29566.11024,35246.31847,27641.30176,42403.63361,24979.44592,29921.34769,29957.13057,43322.96022
F7FKI5,4323894.784,4795491.615,4609504.066,4736660.886,4902892.943,3410379.701,3903907.698,3694807.393,5857330.645,6711828.922,3629876.476,2489256.768,3498678.154,4814952.636,3347159.662
A0A0G2JWB6,3498.965474,1658.691501,1583.90553,1559.179922,1381.15696,2924.402049,2903.849671,3965.20635,4524.670537,1664.327134,4837.148729,1491.426034,4092.57208,4658.875388,5498.038143
Q5XI19,24866.68985,33030.00295,30785.14384,17059.07075,19559.70558,35831.43068,39564.3469,33306.59923,62009.60166,52585.6975,27353.9449,53625.34873,68792.05862,49833.57085,23344.22167
Q5BK79,15.53926835,10.55985992,8.980715562,1694.335059,10.85901827,2072.827297,1302.050814,1184.840089,666.6914164,1931.768119,4002.674994,4257.765808,3980.368434,6172.494575,5177.416532
A0A0G2JWK2,2100.160647,2209.286676,1314.374525,2328.34767,1558.899367,1180.279023,9757.64921,1577.837355,3434.256669,3836.27603,2222.503444,2437.129826,6283.965488,3997.921607,1956.523784
A0A0G2JWK7,131162.3697,127988.9785,132937.7346,105105.0022,122456.9433,122258.5021,181225.5998,198163.5538,221806.5022,189762.671,116243.0922,118491.1797,115053.6241,145218.5242,256381.3124
A0A0G2JWM2,15633.73244,12501.54107,15774.66497,21369.64432,12064.93188,9747.868035,16492.87644,14531.69391,22448.37819,25668.24637,8908.917477,15145.61023,17397.73716,17976.83809,17745.13399
B5DEP6,28358.75147,26495.57346,18939.3019,24457.73892,23275.50022,21699.72861,18660.30068,14619.90662,28689.02189,26929.36092,19297.15927,23654.30874,30282.64345,37742.13143,65081.46954
A0A0G2JWZ2,181704.9444,222766.4579,201854.9341,209186.3266,154516.1798,376227.7321,279006.613,244871.284,446446.5721,335426.0324,678738.0297,859020.7862,776000.4525,876242.0276,924212.8429
A0A0G2JX47,11316.42038,12997.51619,21199.93927,8091.505142,12640.18502,22004.94806,20419.68051,14678.86511,22735.81202,17514.00943,12291.80027,41481.91853,55922.86084,57958.07507,71248.04277
A0A0G2JXB1,5948.011173,3132.405396,7041.748125,10918.48774,7483.785106,7504.734118,4255.783667,4712.629048,12151.72379,8088.733096,2610.542151,8618.516496,6865.180404,8540.1264,11539.13057
F1LRA1,9437.396885,8203.280214,7154.109661,5207.849375,10362.24852,9735.376108,8163.382725,9356.398184,13527.05728,10356.22499,991.6340361,7344.627724,2361.045332,1865.382396,2132.09115
A0A0G2JXC3,32746.17234,31978.12475,3755.301069,26528.83191,16573.00448,34018.85189,41530.74192,28951.32166,47014.79714,41882.10361,47733.30428,26370.47389,35767.15793,57923.72056,59872.04497
A0A0G2JXD0,166275.6514,425026.1421,20064.83246,279419.523,193668.5568,575253.2973,575602.036,498941.8937,798631.1566,846190.6555,88034.08461,609026.2141,213927.4817,242199.2781,157782.6308
M0R4L7,1231185.864,1060724.711,1347955.304,1311642.776,1376267.037,1322687.006,1163275.802,1120481.453,1692462.028,1487731.401,1019920.481,1697981.484,1610515.109,815885.8732,1854378.872
A0A0H2UHS3,10601.95261,11235.06373,4813.287027,10937.77442,22545.85726,9003.765508,8731.552158,14199.54604,12710.28315,18710.94343,10394.10341,1074.068833,13391.50579,9604.442516,12541.1214
A0A0G2JXL3,5745.17724,3845.776303,9569.244123,12313.80504,6793.985566,6309.672976,5037.702538,7903.588847,4469.154351,10016.79595,3653.103111,2261.030566,3475.5642,1562.321745,2216.59546
A0A0G2JXP1,12.41655617,1846.979414,6.318810631,9.956056244,1.1421,94.89101254,100.853123,65.03450022,111.5677208,102.5099932,11000.78024,7584.763074,8727.761017,8592.668589,14823.43386
A0A0G2JXT0,13478.55509,10174.05365,15711.4616,19650.16238,12715.45692,12328.28402,10919.42852,11559.46562,17867.78376,27510.29406,8601.182845,12552.44124,11614.19995,12963.10085,14187.91189
F1LND7,7368.919001,6663.988018,5862.782018,9095.896229,8083.762591,5543.084975,9750.166728,1858.407788,14725.038,6200.832724,2273.508788,10258.95336,2577.037357,6306.573678,3223.070084
