,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5
Q66HG6,35155.56106,36056.07904,41774.22912,60326.51778,24395.23842,65087.11033,60283.82533,66533.0869,91870.10327,73542.95985,5605.019896,48959.30401,47270.27626,73821.77414,53565.53321
Q66HG9,8806.952648,11219.08295,11675.38439,13346.38436,11956.14475,6523.70134,8947.047508,6535.841764,9078.288303,11405.60991,14715.57682,8874.270412,14561.22886,13377.37579,17494.63628
Q66HI5,151724.0568,123405.9172,157076.311,149048.9667,150944.8853,200349.7098,101607.0532,49444.12452,94377.50474,447483.9332,170521.6189,250609.5527,178252.3306,203008.1948,206181.2623
Q66HP8,6497.642936,5856.387552,8757.17671,10022.39879,6457.999425,4860.609295,2971.142079,3205.991962,5189.233852,8272.011559,1239.928594,2897.047599,1026.495108,1742.589148,3034.916101
Q66HR2,3523.155687,3300.888551,6159.135547,5788.230164,3294.217049,4104.223041,5540.026178,4291.953432,5606.386647,5900.176659,4812.383423,6198.127816,4192.246086,4693.566714,3051.897085
Q66X93,15186.32041,10309.89033,14581.46213,16033.9094,15821.93375,19401.21381,21710.65726,13424.98444,29325.04568,14889.88546,12286.67137,13809.73529,20165.24021,17136.83671,17786.11047
Q68FP1,69316.75424,59397.15937,79878.83282,72197.47091,84969.33901,135570.7336,94194.41238,77595.68094,141420.1619,133515.3744,218828.6285,198087.2648,196255.4065,283236.0742,210325.2985
Q68FQ0,89594.79483,107579.231,84641.42948,115326.944,93776.70082,97049.79082,113179.9514,55236.45914,138280.8137,202334.1171,56741.13646,65607.71254,86144.35331,70446.94899,65805.12959
Q68FR6,99072.86554,122852.297,127575.0253,155102.0178,95166.75855,120343.0731,115664.1339,102929.8314,145694.2962,140978.8435,53989.10965,115582.2229,76427.5171,88472.96117,87620.0782
Q68FR9,76054.69382,115033.1265,75467.36595,131082.6801,84353.97748,95342.56063,102704.4832,75723.41115,123644.1124,144968.6235,108403.1861,58725.78465,101892.1358,102524.6284,128998.5887
Q68FS2,7658.452387,7121.723403,7775.928573,6569.192445,4571.366925,11071.59603,8483.632741,5897.199741,12854.33982,10149.12695,5145.176438,3795.017172,8208.819134,12752.93209,7125.963994
Q68FS4,224230.4949,252998.6817,289503.3114,332124.0922,254127.8265,246765.5513,247515.3602,229560.0778,388361.8351,399064.0159,202965.6411,237006.7634,219795.7325,258480.6202,214832.7109
Q68FS8,4344.766873,8065.731292,4947.865496,14707.57907,7972.777745,4936.81006,3378.089077,3433.274707,6832.499171,10568.61626,1435.393915,2686.392277,1960.590505,2379.824308,1393.509476
Q68FT1,131986.5498,153312.8178,151649.7598,160094.3014,186135.8724,149973.927,210896.1164,152905.0324,231360.4494,237646.6477,807363.7772,290197.7209,427552.0134,655699.5615,428513.4417
Q68FT3,100271.6729,117795.5196,106168.8771,127944.8852,117891.1805,109121.1575,116442.3115,96525.40856,135644.3048,129896.1213,145089.55,92442.35051,130610.6604,202011.2405,150631.076
Q68FT7,12190.90754,11849.18253,17972.09897,17518.98395,17062.54655,12123,6011.422257,9242.081717,15653.93173,22526.70815,8938.958234,4681.907324,7877.257337,10266.60882,17912.13246
Q68FU2,16946.53353,9284.26628,14194.58096,12652.06378,8023.325297,17665.66857,15456.30392,4079.972887,19473.47203,12304.13749,14884.09816,35183.24623,45889.61034,43424.09752,41136.51726
Q68FU3,2386804.049,2928422.072,2171897.293,2899085.112,2302935.561,2090482.558,2767618.698,2520543.191,3198601.702,3590140.353,4006411.774,2765656.467,3579464.783,4821419.367,3513384.994
Q68FU7,14081.16986,19756.24744,7770.182819,13241.0494,8265.074472,20299.38346,33656.68166,17867.57458,18191.91128,19573.74163,38447.04554,64167.87656,42524.06182,1257172.891,73573.65113
Q68FW7,5257.519536,5396.312115,7415.860947,7015.159896,25259.4917,3379.233163,5329.469672,8724.507132,13921.1746,6424.869124,23417.13978,2304.664917,3754.637649,12299.58732,9599.319604
Q68FW9,5539.667407,6815.805492,7626.538812,13872.31736,1797.13036,5506.025595,2349.896937,2177.188718,6352.491482,7568.010562,5346.229732,2080.440964,5455.285426,2554.623032,2845.329646
Q68FX0,2454932.701,2914667.18,2669160.902,3236156.981,2676108.37,2054089.407,2781386.457,2173453.178,3687171.26,3957491.241,2173852.065,1964766.008,2482786.295,2397540.456,2247830.366
Q68FX3,593.234707,1339.646512,797.6391805,608.539342,1890.918059,2891.50664,1916.412084,1929.338007,2273.338339,270.333936,1865.091656,1667.96457,638.9436972,3234.106392,3631.057062
Q68FX8,47787.99363,42920.96837,43206.83862,61781.92051,51125.00461,44871.00639,26212.11559,35320.18936,62236.55886,67614.53052,41210.79558,49486.4304,30877.3228,23037.72858,23060.47888
Q68FX9,9639.160448,8525.749652,6318.803831,11129.89944,10227.08876,7233.242867,8607.841871,8144.823606,10599.0375,11233.5796,8453.177142,3746.013937,2408.731887,8494.320387,14113.69035
Q68FY0,3079971.592,3669359.828,3564605.683,4731690.857,3780187.819,3034497.578,3547691.898,2888021.141,4902343.639,5198491.47,2769465.11,2555440.415,2805315.691,3367011.186,2857761.361
Q68FZ8,400610.3797,665086.094,550156.5232,425145.246,631789.479,364231.3169,489718.1617,511678.729,470909.0256,771820.6268,961597.4415,591064.8705,655213.2219,882237.2259,518599.8399
Q6AXM8,1755.717598,2775.291891,2895.480007,606.1164355,2330.791661,2565.134192,2734.047314,4432.823737,2564.548496,2400.771872,4653.182489,9889.476803,11018.95958,8447.840772,4519.340694
Q6QI88,2551.854139,1065.990625,2421.263276,2882.468897,2153.380737,53.12504691,92.90367617,26.29570997,154.3405182,38.45646776,1424.884597,1845.430449,3057.549495,3370.985526,4515.994344
Q6AXS5,35419.40572,43635.53783,29012.89608,44431.32413,45985.63703,41768.8442,43111.53996,40256.05058,62543.01905,49829.90418,35774.15048,22460.46508,36494.79862,69631.87145,48508.41742
Q6AXT0,16012.106,22042.64141,14084.13467,21540.99907,14679.66892,14584.74267,18037.25974,10391.54734,30781.24118,26836.72922,19187.25405,14286.10137,14620.13576,21284.97509,16965.03465
Q6AXT5,11609.70004,2848.575217,3478.802332,8434.214663,2076.675827,12351.18589,10261.96819,13789.0869,8659.029041,6622.505487,8371.847284,8021.59467,8789.473023,12000.50101,14614.68577
Q6AXV4,303191.2261,302561.9498,350357.2943,515354.9949,347030.9338,321254.9196,272327.2549,275273.1647,387485.264,384183.3937,171246.9933,359890.663,272166.7868,315717.9243,264050.8718
Q6AXW2,2141.369654,1756.916265,2678.481805,2489.085481,1078.640847,1524.933234,3062.677721,2952.063139,5763.693806,3446.230382,3171.132067,2512.879841,3746.760424,12430.94278,4550.785694
Q6AXX6,312465.9277,352918.5499,339376.5084,487263.1999,412698.7993,264899.6672,325562.5867,256397.4448,387988.1033,410848.0925,187373.7533,106362.3919,156114.5503,204375.6389,162730.7338
Q6AXY8,4494.403729,6536.141725,3193.748799,4308.273988,4260.389575,4940.557631,8945.551017,5117.687424,10312.9627,8651.139907,7202.016071,940.8717975,2900.632693,2262.07283,2117.324147
Q6AY04,12460.10402,21138.58549,19446.84404,23756.0004,25143.01256,7067.933021,17275.04473,11677.38262,25565.30247,37782.48885,1781.124067,5560.695352,8799.010336,4532.302614,3926.868038
Q6AY09,3984.910592,3373.715276,6545.697509,5463.694633,4095.450714,5581.809959,2647.25058,4514.600516,5372.022739,6231.864335,5649.128524,3181.403001,5031.32393,2825.220387,5481.029028
Q6AY18,19583.90973,13830.80007,35277.68977,39950.8794,20380.5539,15711.5146,21551.52991,13532.09987,33401.44177,49247.64773,3066.941916,26202.08629,12615.61754,7320.204576,8208.438807
Q6AY20,2427.798985,18682.68103,6310.951484,2747.61047,13454.44018,2177.842772,2454.152786,2363.605582,2999.980177,1625.157163,9807.942211,6352.361094,3575.874266,6904.582396,16585.42238
Q6AY21,14844.87437,12504.39477,8381.148636,20495.06744,12902.2631,14809.18098,13943.84584,12446.09339,15349.51008,25171.34343,7288.767933,3498.166918,4427.556085,4652.004489,8097.879632
Q6AY30,4781.689348,7551.492415,9566.052034,14143.0727,11002.88383,11988.91997,11689.12601,10849.71336,7162.062778,18727.4848,16201.49546,18170.24194,18555.11782,21708.68067,22010.55331
Q6AY58,184594.9265,157678.9971,99484.64289,143203.6183,200728.7315,184668.1758,191077.5283,212165.0713,251541.9736,237798.8284,182567.2314,89108.76416,153578.7478,310888.0847,88516.92185
Q6AY59,1567.547667,1751.665432,2334.821516,3349.058252,1720.15523,2070.662032,2040.272026,1680.722174,3392.466638,2060.989346,806.809039,515.4998805,901.2197298,1145.958589,880.4530583
Q6AY63,1956.517837,2452.8607,6346.000434,2159.30934,1194.295843,3831.857358,7439.078913,2802.50882,8302.284927,8747.741541,16663.0974,8433.534184,11279.27205,13037.19881,18154.89876
Q6AY82,785.3793727,461.58239,274.7303194,437.0421899,617.4493543,823.3429888,732.0375855,1455.284699,1058.680629,777.2462017,2790.713453,361.5452537,581.2149165,4144.702934,771.5561382
Q6AYB5,10546.82887,7817.458361,7540.99083,4601.060676,6594.807472,5995.292781,6825.016954,2315.043574,7732.173861,8872.794341,1268.452827,1216.39296,4454.989875,620.6849031,633.9988825
Q6AYC4,6501.389205,1875.801904,3960.23318,6157.866856,5121.675943,4673.646764,3650.551013,7312.203635,8071.250637,2236.327929,10068.05125,6564.187818,5332.198023,10011.98129,4345.284798
Q6AYD3,13567.93046,20002.23741,19011.44311,25234.39879,15866.43759,20800.30979,23918.98572,21417.68612,22326.74543,24974.83187,23870.682,20096.2056,17702.93109,29516.58453,24029.22466
Q6AYD5,2092.239953,1758.799714,5145.264271,7604.145505,5102.940387,4809.808785,3359.532534,2172.92913,6770.527629,8238.267145,4678.152505,1091.63971,3604.43009,2425.158791,2390.833891
Q6AYD9,8781.799111,17778.05435,21674.28369,30866.85191,23765.04228,21029.74486,26923.9486,18823.51232,23833.90437,33463.20464,14059.80899,11017.42966,17546.407,10003.22426,12176.19882
Q6AYE2,10119.75375,11715.62881,13738.11225,13657.93846,15697.21316,16448.53837,17151.83327,18334.29183,27299.41863,15317.97629,31841.74156,22964.16362,29171.26629,34427.93188,28793.31997
Q6AYF2,1207.691385,2958.443124,1794.337023,1522.098588,1022.598993,1016.884599,1450.85234,1323.325677,1771.557291,1494.297836,2897.541335,2887.090768,2569.183106,2437.755443,3326.207536
Q6AYF4,7240.475352,12188.77425,11604.52002,15945.63574,8127.716984,10940.84719,11613.80242,7472.426714,10980.92359,17388.95661,13370.33688,13548.6125,15232.20669,13624.59352,25102.34447
Q6AYG5,253226.6479,323930.5445,299666.9225,396029.7733,217112.732,248556.061,315526.0905,268738.2231,405064.2548,254869.5289,327107.2554,278107.9795,428690.8804,507510.3829,409625.6052
Q6AYK6,6884.579423,14169.2503,16042.16201,14069.63495,12974.78785,21180.4808,16084.83201,11451,27098.2829,29113.48426,25305.31153,12102.91957,23991.38472,24805.30168,29735.77894
Q6AYK8,2257.664667,1244.185553,6160.348544,5130.183399,7085.448401,13313.89716,12075.72068,2038.208687,17141.3848,2790.067048,4819.124277,6676.934293,10684.5927,2966.680129,4039.120926
Q6AYL0,18654.29884,18598.7819,17011.91863,23655.85801,16475.75537,6629.466344,10352.25675,9518.421532,14404.30806,18631.54481,22342.99938,30212.63959,22639.33072,21532.19281,32279.41309
Q6AYQ3,18278.40985,8583.316433,39293.33762,4231.423983,32444.38692,38911.1074,29408.13105,33178.78081,4339.231542,3934.465647,8599.717441,7846.373952,3144.619536,46426.41204,19433.6741
Q6AYQ4,3423.451312,4531.580336,3412.853777,5479.420708,2153.215909,3808.330894,4726.032416,4343.260829,6174.663032,5461.69786,5272.057411,5552.886069,9236.60458,14566.31119,18973.65516
Q6AYQ8,123049.0128,184720.7709,124453.1623,170716.8128,108243.1909,111940.1693,163442.2455,149817.5875,188204.6043,241676.1269,98680.23734,536302.2954,1066664.011,159519.43,1196590.444
Q6AYS3,7462.040643,8715.236129,9697.566096,8461.661096,7288.188054,4290.56097,9127.125797,5048.37743,11141.96807,11431.41446,3512.424426,7773.161959,7615.261819,5661.690209,5703.229776
Q6AYS7,261045.6548,188367.8147,106149.7245,476885.481,54970.46471,264982.9467,617404.1424,307232.2698,119628.1929,100386.3056,49959.25142,665741.1093,747893.4379,1071254.379,575479.8289
Q6AYS8,2994.503048,6048.156991,2133.783749,8426.054915,4314.178773,3371.862925,3933.93738,2226.695846,3474.823568,7119.408445,3911.526931,2307.074291,2080.648403,3145.694384,2467.589347
Q6AYT3,20303.19415,31066.07842,35412.39592,40821.00551,30051.61957,27551.78062,30991.92209,28201.96369,41633.05738,48492.03765,23261.07435,22390.18156,22383.5064,23626.47054,31775.3251
Q6AYT7,1549.190924,3471.083925,2723.043364,2404.084978,3832.548488,2174.178474,5163.408159,3210.492605,4492.325733,2337.627324,655.4869589,764.9189628,576.2154527,1344.541115,1312.406978
Q6AZ33,5355.564853,3277.887627,5138.241667,5644.692744,3535.306901,5344.87972,4820.760586,3638.729317,8352.568857,3979.127361,8716.94968,3897.103664,4414.091641,6317.811586,5354.329133
Q6AZ50,1031.563032,1272.926724,968.7989366,1804.714228,857.7700135,1437.029785,1212.759915,1510.192611,1409.03733,1419.713261,398.4579377,1417.872379,2005.920771,1743.659663,1686.993824
Q6B345,20217.56505,37668.42626,18742.66923,50336.0162,7965.635154,14033.01583,14127.41595,16787.869,45515.79236,27792.15911,5251.821717,22514.64196,2729.185518,3778.594559,11662.74429
Q6DGG0,11762.22688,17447.02377,11611.54261,23636.57132,11421,15514.55853,15894.77707,12606.76654,9500.945142,11414.87309,1613.042337,5732.499507,15221.54734,8850.664203,5676.556409
Q6DGG1,14126.12513,17072.04604,16038.96992,19347.50983,21143.71208,17055.22969,21789.47268,21287.61739,43203.41099,18617.65006,34144.62236,14080.13161,10494.40751,20557.46786,16546.76532
Q6GMM8,643823.7751,663830.4608,647164.1051,798913.7368,566132.6021,702962.4442,748646.794,554704.9287,923661.4746,1045084.166,65263.92025,90621.81214,101280.6259,179701.0191,150252.2368
Q6GMN8,20931.49764,19109.59633,14362.48483,14322.58722,21721.16294,20117.83409,18288.67098,25888.18028,33606.65457,19978.67452,31713.5188,35679.62358,31023.74857,52798.83639,52521.01961
Q6IFV4,9237.238873,10.76078066,10101.04614,24304.92905,6297.522634,12755.92436,17277.53888,17677.64721,11956.02416,10978.18075,22424.75894,15981.56709,6599.257755,74939.97968,27685.43697
Q6IMZ3,598814.9808,717023.6505,758887.2169,842160.4135,576571.7708,662405.317,638754.1443,516899.4811,846197.0384,862665.8665,762449.1755,756328.7558,703853.5047,1001534.937,894214.9691
Q6IN15,499934.7808,490752.8345,472799.4407,745727.0005,630745.5622,350702.5586,300506.2644,336828.5344,617201.2929,730599.5166,3747.255257,12887.75219,25544.28326,26775.63373,16904.72964
Q8CJH4,5455.643854,8919.561891,2629.642841,6927.553851,3961.115096,8460.78303,9318.677211,5334.168614,4427.364336,4587.012449,29291.94036,15632.22599,8309.241399,16963.04331,14681.1759
Q6IRH7,3031.537631,2732.143772,1535.522449,1757.016789,3821.285177,2449.000896,7449.05556,3862.861606,5203.095909,6756.159809,7940.286102,4287.441073,5452.087616,5289.853184,5395.983519
Q6IRI3,7356.074632,14455.19223,13824.93705,21947.50301,9079.879061,9132.432375,2611.534221,9652.540854,12133.37695,19201.22983,8555.755356,6739.896614,6208.789049,3938.912689,4800.340644
Q6IRJ7,8730.421645,10574.7148,11330.63879,14511.00326,19166.31375,18259.86796,15019.32724,15882.33852,22806.48134,22899.8816,29998.9973,21567.2787,29360.89047,41189.7073,20834.60573
Q6IRK8,807749.9781,929339.8155,910383.7565,1061064.261,762938.4038,834335.8899,901838.0456,734325.8106,1290190.57,1199977.616,970902.7511,1038341.375,870307.6215,1286407.903,1217851.824
Q6IRK9,7595.300933,6360.353069,8083.294019,17832.76344,5939.886993,8703.126431,7621.152537,5645.163425,8678.734904,4930.521171,4213.033596,6333.814062,8990.317564,4307.516349,8753.503264
Q6IRS6,80769.646,76205.52242,86767.36068,102441.9564,38689.75696,79877.55341,60204.01224,63927.21141,147379.4874,94345.39493,45776.25859,94365.38568,87524.45822,65843.44498,53342.09543
Q6IUR5,3858.179529,3171.215874,2761.47611,2138.151304,2586.606232,3112.946886,4979.838044,1709.873363,5097.227851,5069.303097,914.6312762,972.3499457,2941.81143,1514.764333,884.3960826
Q6MG08,7418.690918,2960.440715,2843.512795,6448.650686,2888.627873,1030.167685,4196.721981,2423.104154,5239.721642,11811.86612,2211.293112,2605.419804,2599.141478,2438.429058,1185.613784
Q6MG60,1241.300807,995.8883798,733.4781942,4723.902002,2468.423859,2786.40788,1777.487426,3596.198184,3380.37132,1775.286684,22439.71598,14796.14496,14806.95484,19949.19099,17478.40031
Q6MG61,14271.15942,9446.927858,9946.549035,15378.16218,11862.74167,12986.60864,10922.42151,6595.700389,13058.1936,12658.12295,10313.50624,9259.853612,10238.58318,15674.41246,14696.63872
Q6MG90,2313.323583,4591.0517,1686.380573,2445.106281,3274.877116,9315.230921,7760.326604,2347.763295,8525.844574,7739.379229,22691.76529,18045.78155,18757.08439,18386.39771,23619.4599
Q6MGB5,91243.15496,79144.84567,83039.00084,62591.21938,77222.37697,39967.09174,67192.64602,47022.77562,185418.6026,85710.79639,234728.2509,35574.68639,186403.926,241027.1832,87720.58655
Q6MGC4,3744.506907,1763.552074,1904.02257,4430.320397,6507.448118,7558.865799,8152.408417,5863.444872,11340.38576,12052.70856,2144.945596,6356.265736,5227.568113,5661.420763,4123.857184
Q6NYB7,195368.1372,248352.8388,172321.7276,230639.052,247913.774,180824.8259,168345.7622,132386.5759,206109.7613,220800.9099,92430.29357,122996.158,128310.4855,132648.8162,128325.9559
Q6NYB8,22587.88549,18291.7225,26343.03292,34741.24972,10019.40425,37712.29869,23549.35134,22302.06356,35626.166,40356.32704,15434.35699,19672.55216,12754.18905,21578.67244,27453.46649
Q6P2A5,222485.8019,220888.7154,197462.6199,303082.799,234293.4059,220749.0286,272816.1101,254444.1635,383849.8715,397548.8258,319347.9465,224009.1932,209663.7429,363093.4639,232367.5505
Q6P3V8,159484.1937,211939.4749,193581.0397,264294.3131,171427.6331,222676.9496,234465.9199,174449.6368,290641.1285,309687.6506,87389.30729,117871.3181,120013.0255,164733.2318,106314.6294
Q6P3V9,151798.9822,147006.1145,132178.0175,180553.0209,131577.4801,154454.3652,166200.7855,117790.9728,181844.3664,171176.7803,162842.9072,125758.6908,137292.3877,140893.898,156839.3988
Q6P502,113158.852,109405.6066,109201.3615,158158.2152,105193.8548,123353.6279,103023.7356,91588.19714,162756.8575,169310.9131,61409.17768,102477.2751,111311.6322,115639.9669,116334.5378
Q6P685,68460.46326,58723.68336,57458.87717,44210.26908,66887.59994,167999.7795,172421.2182,147841.8028,210404.2809,79451.53954,487077.9727,151158.3735,294383.1098,386959.7423,373210.6604
R9PXU9,8292.107702,5146.441106,4013.47723,6075.60173,8151.342476,7742.913548,5163.906989,4771.587545,8439.546462,5638.227418,2420.806821,5062.365678,7645.556799,3910.418658,4662.813834
Q6P6G4,5990.290539,23997.43406,10247.24381,17699.98205,13017.64339,2910.411089,7149.756458,7587.193251,16580.78691,13818.66592,2353.730278,2571.791095,7191.132008,3660.034933,9445.464528
Q6P6R2,2398042.868,3313330.732,2900459.665,3788201.181,2734677.602,2096020.646,2352939.807,1946575.487,3322476.849,3510212.421,1560434.373,2324188.115,1873800.978,1978415.464,1702688.593
Q6P6T4,2091.062558,2299.920568,801.7705385,2492.877909,1438.407566,1553.787683,1466.415901,1437.147083,3819.132601,364.2695732,5111.105814,1754.013067,3093.174154,2392.488322,2651.02344
Q6P6V0,756586.5926,1072539.078,913703.5289,1328778.251,916284.2979,740021.8314,682252.2789,704351.4915,1142396.58,1367773.339,296810.0485,518145.7197,543155.4353,434166.8773,316106.4606
Q6P725,13700.12038,14874.11713,165318.2846,7228.57446,8871.645119,13274.75579,37957.6096,32865.98574,7280.977482,8817.876984,13217.20227,8517.483946,9855.407711,5669.032638,80035.56424
Q6P734,2601.276645,1793.672076,6326.975579,3279.774559,5170.080722,9586.72216,2132.187565,3166.38625,3105.984137,3861.220426,4717.352036,6786.752292,7878.379383,3947.400276,11488.8764
Q6P747,9761.181908,8665.010792,8844.00153,5214.303005,9458.436283,16430.63327,9604.00901,6498.48638,12463.62008,9257.215937,17770.94205,10973.50247,19130.72255,26849.05807,33436.80527
Q6P791,15813.01835,14642.96647,11331.2772,15979.01653,10278.73517,18711.65937,14915.07139,13381.32814,15836.72061,16516.89525,8852.499458,13725.29746,10638.02819,7290.5654,12009.97348
Q6P792,64173.65659,11513.58601,33857.84863,13134.97264,15215.91255,31543.78451,54597.14259,50173.22957,37799.9268,39650.34109,15479.05178,11074.53502,6404.023396,15805.09433,75351.87561
Q6P7A9,1205.657691,1697.387837,1895.33471,3168.653591,2085.196476,2141.116508,2238.408027,1152.796114,1591.826217,2329.952127,810.9889672,1175.296621,1433.121134,794.3974653,1047.451528
Q6P7P5,3684.566542,7717.007698,8299.431157,10459.31633,8889.776299,6244.714947,17871.14875,10720.09468,26556.71136,15925.37562,4217.503074,5993.622307,9530.578141,3997.315354,4661.576804
Q6P7Q1,1013.366843,3811.988351,2290.323785,3478.27902,1555.161423,2079.822777,1720.171639,1127.412453,1978.944535,3629.045666,393.5168616,1138.056121,1267.50855,953.3039005,987.1465247
Q6P7Q4,47005.55776,68591.81909,101189.2184,80217.76369,68552.37264,75542.8543,66908.31188,49547.63943,82424.87814,95351.1106,29456.7982,59614.09024,62648.90872,80847.60774,74909.63891
Q6P9U0,9487.16879,14325.63371,13659.58686,16869.17111,15733.47554,20087.43708,12981.59926,10807.85733,18088.62536,19328.2676,33663.23748,31544.60989,30893.59233,24017.16886,40320.08028
Q6P9U8,4754.448588,3970.198134,3722.550248,5251.986202,7872.232069,8921.318779,7849.617502,3532.153955,13122.06778,7154.512983,2645.858368,4324.730384,3046.609644,2047.191844,2307.980738
Q6P9V1,19036.41869,27556.58353,28146.56315,28898.86849,18938.84976,28475.76691,32508.86964,22396.12711,33111.28989,44178.70832,47616.07204,23363.41306,37134.92044,36720.25324,22649.94097
Q6P9V6,43594.84378,56784.87149,70577.08575,49541.55322,50591.50815,37159.73907,48909.46219,44342.63943,87901.74968,63030.58426,54761.37702,32633.02827,34023.51319,56124.48743,29755.10747
Q6P9V7,74946.86738,71120.20782,86824.81828,111454.7715,65068.98686,98373.93522,72046.27963,62158.45655,99711.67865,113639.2565,168777.7893,98616.56241,111193.8184,127738.1425,132145.2728
Q6P9V9,762420.0748,662403.6049,1013998.962,1001349.724,548748.6391,530615.4736,499380.534,582653.9559,702004.4651,817408.6604,386778.4651,708594.5326,837544.1553,743674.0456,735705.5857
Q6PCT3,6819.287239,2087.020788,1865.570091,723.4953916,2707.721722,5563.904858,6595.554314,5031.274972,10187.93239,9161.937602,9190.274847,7129.872523,5074.578431,5876.574283,9047.296877
Q812B0,230786.4726,287334.5432,253911.5201,216418.8326,253061.9325,187995.1927,217006.8063,217579.3515,281583.2255,328333.0901,31421.9036,134597.8194,69672.85729,148492.3068,92722.80931
Q6PCT9,13481.76618,16164.56565,17855.26851,22125.53391,16304.88267,15869.74569,14747.4639,12824.14786,24421.00327,19313.04953,14949.3086,13478.32899,9851.480591,17637.33472,21467.80827
Q6PCU8,15361.86005,18059.43035,12840.49684,17980.38075,8600.776163,20809.05413,26851.11916,21716.97925,23325.62895,15716.29262,10800.75274,4429.130696,10838.3117,13433.28606,7205.442894
Q6PDU1,28504.85612,20196.28982,27764.15089,23793.83196,15547.21878,19154.70643,18790.99462,11935.71985,27565.78757,18323.87522,12384.85337,11950.15053,18024.39455,16258.4391,21146.18159
Q6PDU7,36582.3559,50155.69877,82240.97861,50297.44282,56464.91413,41860.45168,51718.883,26259.03372,36824.82623,77545.97296,35575.58838,44344.99577,48155.56307,50957.83894,87372.67306
Q6PDV7,83980.73715,88870.29581,70117.42495,65577.68801,65074.48116,90399.921,86602.1921,80678.62516,138219.6576,132516.2753,74830.80367,66827.91252,53888.60864,89496.86022,40483.9862
Q6PDV8,55739.19051,59300.13316,59293.05146,71256.13244,23378.79304,69346.85787,68843.77934,47679.8703,79292.32506,87040.72306,65575.31839,47888.4565,60449.71715,58728.69383,32081.48897
Q6PDW1,123808.971,135243.1141,140822.1942,179240.0429,134621.322,165243.2274,179295.1208,132089.5331,201054.1876,236905.594,92825.95238,136232.8874,125320.2581,134851.5464,145536.0762
Q6PDW6,12266.90336,8407.035244,14836.82925,6085.541798,3553.712802,6079.82149,7875.556761,5492.591435,8377.031313,11528.01609,4887.485324,572.2249815,1320.805277,4902.455589,4290.546403
Q6PEC0,4248.273588,4501.958808,2739.769908,4388.981346,5554.73661,1858.882205,2354.336533,1930.508173,2562.442011,4515.928119,8936.027427,3654.157289,1603.502379,10208.00407,4386.338587
Q6Q0N1,35804.20148,25715.36862,30343.35874,44547.04423,26846.79478,61018.90568,67038.00816,46487.19845,79224.37381,77367.3261,59913.00123,46042.53798,55017.93839,76368.0494,74110.21103
Q6QI86,3522.245882,5327.08107,4232.773731,4728.056065,4142.042375,3820.947749,5713.619659,2835.85862,5941.590199,6487.726361,1509.731426,3370.582805,4161.296817,5415.887066,4922.743862
Q6RUV5,53550.2967,58672.31654,72256.12451,62998.46511,72574.19974,73789.82036,80227.12145,28170.00908,77280.96778,87358.31749,98394.48372,68955.94128,118745.1242,76684.64976,135253.2999
Q6T861,1786.672986,3036.463606,3331.072457,5521.703055,2396.22876,2091.981588,2784.32956,3359.464069,4303.760998,4643.032047,2821.560184,2193.529101,1736.758127,3663.739828,2820.341337
Q6TEK3,3945.360653,5351.337624,4420.149349,6914.275707,2360.109448,5745.037814,4791.977988,3147.2585,3843.791236,7360.250882,6711.325882,4705.286351,5188.072428,3644.878531,7722.751587
Q6TUG0,3245.556855,2252.263577,3307.004114,4269.848993,2869.947251,3259.976885,2451.915468,3503.529833,3898.363776,4446.520488,3471.026795,1566.734117,2779.845464,3602.373244,4121.924336
Q6TXG7,2457.501572,2550.761834,2811.145022,3235.044281,4501.918976,4081.82084,6025.888377,2040.459015,5219.743976,3122.81339,9233.504235,2999.20274,7512.595475,5971.891204,7847.381922
Q6UPE0,49955.48016,33528.26104,39675.11146,60468.20072,43265.95887,57138.07996,50267.28241,44080.25162,95573.44692,69394.38263,45204.75142,63206.35898,73886.10439,83986.66667,79602.60524
Q6URK4,62257.70553,72410.0856,58892.12509,132024.7603,59338.43267,70983.30047,89056.44465,70741.19326,81996.78522,119382.4224,84495.13639,125172.9948,149904.0782,179283.3761,188592.3028
Q6W3E4,6447.33584,10499.37681,7798.273201,12998.48227,13412.68351,6580.747814,11558.43207,9080.058369,11065.86266,8961.456128,6738.362565,13868.79297,17567.16467,15705.39888,15945.26157
Q704E8,10303.85631,10673.45323,7206.459921,9696.008777,7585.979071,10342.48382,15602.46164,9999.990921,15322.32958,19367.9669,9671.659727,4335.66338,5629.818201,10293.55352,6578.966676
Q71TY3,41666.58355,34699.4244,32782.75308,34105.53099,42276.98499,37884.2709,45317.37426,38844.19715,59777.40276,55538.00237,54174.48313,25413.34903,35844.01743,52951.74762,36938.36121
Q71UF4,4689.691584,5711.989731,4358.095138,9055.839276,4926.408548,4116.173652,3253.630538,2435.986632,5757.646139,5732.248607,2106.742865,5358.630232,3594.668379,3473.442793,3807.312806
Q75Q39,39979.69033,76313.96347,46925.62219,66771.97874,59036.24622,77753.92561,76850.03004,61564.37094,104882.7695,104991.4248,88107.35475,65573.54694,74862.27616,83387.14682,71926.86063
Q75Q41,24141.51843,57165.55667,43880.36938,50746.22909,36111.28229,21935.82606,31077.72116,25986.29442,43419.49599,51688.49325,31783.12544,19862.90336,22631.47647,34035.88632,33802.501
