GSM591473	GSM591474	GSM591475	GSM591476	GSM591477	GSM591478	GSM591479	GSM591480	GSM591481	GSM591482	GSM591483	GSM591484	GSM591485	GSM591486	GSM591487	GSM591488	GSM591489	GSM591490
OLFR288	1.81386	1.88371	2.1184	1.92552	1.81628	2.20466	2.21525	1.58278	2.00537	1.90664	1.88236	1.61409	1.91595	1.79338	2.00249	1.8967	1.80124	1.92981
AV229527	1.34921	1.45535	1.67581	1.61422	1.4283	1.45945	1.40764	1.52579	1.33323	1.47671	1.39937	1.34937	1.37968	1.41908	1.03608	1.325	1.21231	1.41971
GM11266	3.09481	3.44777	3.53648	3.44563	3.23134	3.64224	4.61361	3.65065	4.08243	4.09895	3.58866	4.12919	3.68185	3.83893	4.36062	3.7618	3.52527	4.29073
BB409314	4.57118	4.26013	4.47332	4.49873	4.60436	4.86555	4.56616	4.36978	4.57572	4.41513	4.63182	4.7019	4.60939	4.42429	4.63924	4.23988	4.70169	4.85315
FBXL21	1.40911	1.63222	1.55915	1.38581	1.61546	1.9448	1.50168	1.37003	1.9719	1.59884	1.43193	1.92624	1.37123	1.70356	1.83593	1.79226	1.69331	1.90353
BB706418	1.40154	1.61776	1.48505	1.42672	1.42968	1.36265	1.41987	1.3581	1.41689	1.40511	1.264	1.38658	1.58685	1.66022	1.60581	1.39739	1.45793	1.55963
BB211101	2.04736	1.87163	2.03804	2.11036	1.6506	2.01864	1.73072	1.68836	1.80785	1.91915	1.76981	1.9859	2.10122	1.85421	1.84701	1.87872	1.75079	1.2567
AW495604	2.08621	1.85651	1.51804	1.44925	1.82502	1.58586	1.98589	1.75154	1.83241	1.85111	1.82985	1.92664	1.94343	2.27259	1.62521	1.67351	1.8194	1.89697
FAM160B2	4.9106	5.74248	4.95693	5.15305	5.05794	5.68757	4.78722	5.06422	4.93612	4.79451	4.93682	5.49302	5.27852	4.5648	5.28195	5.71812	5.23924	5.00899
BB347455	1.37835	1.38976	1.40612	1.30608	1.16106	1.54589	1.37057	1.33326	1.17974	1.34532	1.25058	1.39036	1.25957	1.30491	1.46827	1.48758	1.33254	1.36452
TRIM40	2.4954	2.63266	2.51469	2.4988	2.64956	2.21534	2.2146	2.22723	2.48733	2.436	2.31756	2.30267	2.30277	2.37505	2.33077	2.57071	2.48028	2.09612
1700017L05RIK	2.29408	1.91456	2.36377	2.37183	2.16456	2.3918	2.22487	2.25681	2.0716	2.1791	2.23579	2.09808	2.23848	2.15334	2.27285	2.38621	2.19307	2.2454
AV023631	2.11802	1.94697	1.87438	1.6422	1.79499	1.84441	1.70707	1.84746	2.16588	2.22849	1.89041	2.08647	1.98031	2.38946	1.88322	1.68304	1.8124	1.7795
5730409E04RIK	3.36403	3.71705	3.45468	3.41378	3.37843	3.31181	3.85307	3.56871	3.23967	3.47211	3.75251	3.64211	3.64547	3.89133	3.69169	4.10974	3.81808	3.57661
BI329779	8.92018	9.18027	9.65795	9.19322	9.64907	8.9146	8.59166	9.20742	8.61958	8.43058	9.06469	9.26977	8.99184	6.76891	8.96442	7.3048	8.10811	8.01546
AKAP17B	2.599785	3.0684	2.92167	2.56231	2.721305	2.694205	2.71303	3.581965	2.64902	2.651615	2.76242	2.71281	3.034085	2.67655	2.727105	2.628855	2.62332	2.639205
SLC38A6	5.12687	5.61821	4.70565	5.51949	5.50865	5.3058	5.52692	5.38356	5.35699	5.69248	5.28934	5.3776	5.31807	5.82092	5.36451	5.45383	5.78394	5.5506
GM1123	2.23594	2.31499	2.40188	1.75394	2.30185	1.8651	1.97503	1.97327	2.03308	2.01444	2.00075	1.8081	2.29597	2.03609	2.31855	1.98895	2.16646	2.28763
CYM	1.75467	1.82441	2.40186	1.56635	1.68357	1.91159	1.43985	1.81704	1.61163	2.02062	1.65311	2.12721	1.8987	1.50514	1.80745	1.75128	1.89012	1.496
BB284000	3.52693	3.62445	3.67084	3.7002	3.64991	3.50038	3.7553	3.8942	3.62501	3.41562	3.47946	3.63316	3.36404	2.81144	3.7152	3.5631	3.39299	3.2852
GM13103	1.59437	1.77301	1.68079	1.80012	1.48548	1.6724	1.63654	1.75435	1.70453	1.68415	1.78218	1.69481	1.71827	1.72438	1.65184	1.77209	1.73701	1.79797
SIK2	2.54149	2.72551	2.85348	3.25522	2.78902	2.50513	2.5836	2.59331	2.63389	2.84065	2.87553	2.78688	2.64961	2.65742	2.4286	2.503	2.52458	2.45546
MBLAC1	2.51547	2.51603	2.5336	2.53232	2.92514	2.42744	2.13221	2.58428	2.45922	2.65189	2.38426	2.40515	2.4553	2.5755	2.33368	2.38495	2.61945	2.45573
GM17586	3.92185	3.55581	4.18913	3.75378	4.06168	3.48338	3.75272	3.75755	4.26306	3.61843	3.67986	3.62772	4.09788	3.7003	3.71374	3.53726	3.05956	3.5322
BB249354	1.19106	1.09693	1.55086	1.22791	1.21587	1.37073	1.17663	1.46911	1.20826	1.06793	1.20383	1.40778	1.34258	1.34639	1.32931	1.40232	1.40413	1.45926
BB766038	4.12012	3.37927	2.34242	2.76919	2.79785	3.06272	3.32157	3.36759	3.95093	3.01883	3.02213	3.25914	3.65065	3.12118	3.15177	3.72486	3.05618	3.43085
ZSCAN26	7.82014	8.038	8.11297	7.68475	7.78632	8.09049	7.8186	8.1469	7.70856	7.81834	7.90498	7.71299	7.71158	7.61054	8.00373	7.9061	7.83171	7.86044
BF464027	1.72926	1.51744	1.57502	1.59961	1.78026	2.08226	1.95036	1.6106	1.79475	1.82664	1.69158	1.57883	1.85288	1.70272	1.72842	1.48599	1.72657	1.66827
BQ031062	6.60617	7.3655	7.18252	7.14416	7.09851	6.79851	6.51634	7.33767	6.97637	6.50422	6.89334	7.20155	7.4865	6.58497	6.45394	6.53201	6.75461	6.48376
BB127590	1.4767	1.51006	1.51866	1.43473	1.51657	1.42586	1.33306	1.38039	1.36234	1.38058	1.5181	1.53362	1.59483	1.49137	1.51309	1.50463	1.41826	1.59079
GM19835	2.11656	1.72754	1.844	1.81527	1.52501	1.35918	1.82937	1.61432	1.96026	1.74114	1.58302	1.86361	1.32232	1.81793	1.60496	1.60607	1.60242	1.50484
CILP	1.61063	1.53359	2.04524	1.96327	1.66215	1.91992	2.04317	1.57103	1.92558	1.83372	2.0121	1.97863	2.1891	2.08835	1.80529	1.95916	1.83646	1.9707
A430081F14RIK	4.66729	4.78018	4.13622	4.42349	5.14507	4.48083	4.18208	4.44179	4.76119	3.57277	3.84298	4.84298	4.07844	3.92174	5.06778	5.15304	5.19114	3.7226
BB279319	1.16588	1.2381	1.80043	1.23944	1.35578	1.3387	1.32666	1.46121	1.44827	1.33814	1.18326	1.24583	1.3525	1.4646	1.21858	1.27545	1.32876	0.963187
GRM4	2.24086	2.16774	2.1704	1.8346	2.18743	2.08695	2.16926	2.03026	2.26102	2.23482	2.28713	2.21183	1.97629	1.97451	2.14217	2.09127	2.19111	2.12023
C86690	5.84746	6.57011	5.82479	5.13655	5.78461	5.68477	5.66276	6.40261	5.84892	6.20845	6.8823	5.94843	6.26774	5.39283	5.85536	5.72859	5.4222	5.3753
BG070176	1.20338	1.47341	1.23067	1.56937	1.41811	1.40099	1.11519	1.18123	1.46114	0.991812	1.72385	1.23939	1.19696	1.48711	1.36586	1.07798	1.48864	1.272
AU015228	1.759775	1.744575	1.87383	2.03046	1.72905	1.805385	1.90555	1.645295	1.88426	1.826215	1.873	1.869735	1.89665	1.96336	1.925345	1.926785	1.92287	1.910995
BG071293	2.44621	2.7125	2.6386	2.48272	2.73189	3.04627	2.72587	2.47318	2.51775	2.74593	2.46532	2.55152	2.33465	2.44985	2.44786	2.30149	2.56712	2.53412
L1TD1	1.5734	1.67363	1.44443	1.94381	1.83415	1.75941	1.66273	1.40176	1.77213	1.93976	1.52003	1.84558	1.51883	1.4397	1.65967	1.6885	1.56081	1.35392
BB306699	1.58549	1.78703	1.36626	1.3926	1.75532	1.94511	1.37923	1.51041	1.72455	1.70382	1.61165	1.43734	1.49427	1.64957	1.66301	1.11339	1.82309	1.56407
BM938277	2.53904	2.46927	2.747	2.51101	2.7875	2.61105	2.47593	2.65616	2.56262	2.84232	2.61775	2.49602	2.5044	2.73147	2.76627	2.70941	2.39477	2.86819
SMCO3	2.06909	1.71734	2.20288	1.63989	1.4761	1.83678	1.73247	1.72321	1.82702	1.55274	1.69715	1.89673	1.67678	1.58551	1.71697	2.07628	1.91582	1.8109
BM115786	6.38231	6.68584	5.70136	5.91691	5.84069	5.19993	5.25088	6.12207	6.52165	5.68264	5.76359	6.03287	5.30834	4.45888	6.10299	6.48493	6.10132	5.56071
GM16386	2.2288	2.28562	1.92202	2.04181	2.08755	2.02588	1.93579	2.19293	2.41647	2.26808	2.35512	1.99794	2.07492	2.09803	1.88362	2.04085	1.99653	2.15491
BE994735	1.5126	1.39647	1.37373	1.18033	1.34368	1.15324	1.47488	1.30513	1.29868	1.3835	1.60699	1.33118	1.34591	1.40428	1.36644	1.32858	1.3032	1.38815
BB014986	1.44345	1.60003	1.66766	1.64755	1.94735	1.71456	1.67333	1.72818	1.6185	2.16469	1.58549	1.60304	1.61838	1.58896	1.39317	1.51521	1.57226	1.37431
AI843088	1.35455	1.48844	1.42167	1.36641	1.40293	1.43207	1.43543	1.41145	1.23991	1.34098	1.39391	1.58461	1.49985	1.4527	1.57567	1.43615	1.31218	1.23316
C130057M05RIK	3.03533	4.2481	1.88394	2.97583	3.52795	3.13461	2.68881	3.47489	3.47159	3.31733	3.47691	3.13694	3.46705	2.31716	2.93729	3.24473	2.96494	2.50454
GM16794	1.49341	1.40715	1.30031	1.36889	1.5885	1.37973	1.42771	1.52663	1.4105	1.45591	1.46364	1.49909	1.55777	1.86378	1.81438	1.27877	1.31116	1.52487
BG075390	2.03055	2.3441	2.04153	2.09244	2.09659	2.06589	2.06567	2.23728	2.18844	2.10167	1.97994	2.17527	1.97806	1.82208	2.19375	2.3734	2.28373	1.91895
BG093955	1.99289	1.91443	1.80954	2.19992	1.73236	1.96999	1.6841	1.5954	1.69489	1.6052	1.90604	1.8678	1.55205	1.91243	1.78982	1.83906	1.79377	1.77537
BM935512	1.70612	1.56949	1.91078	1.69547	1.77527	1.7663	1.94633	1.78012	1.61928	1.58204	1.76333	1.76882	1.87811	1.80523	1.75163	2.09589	1.31317	2.02159
BE991676	1.29384	1.43092	1.34685	1.18652	1.39696	1.51178	1.32368	1.18725	1.06914	1.26172	1.14902	1.11861	1.48257	1.26806	1.47652	1.34531	1.41581	1.37515
BE634458	2.06603	2.58902	2.23685	1.89607	1.99117	2.20113	2.06495	2.34013	2.40458	1.68838	1.91932	2.23493	2.00182	1.9228	1.96727	2.14214	2.0684	2.38229
BM933463	1.86721	1.73068	1.92172	1.9944	2.04528	1.89187	1.62927	1.96275	1.88347	1.71519	2.12649	2.1486	1.77614	1.82938	2.2594	1.98628	1.71382	1.95756
BE649821	1.45671	1.42196	1.6349	1.42489	1.76143	1.41827	1.4767	1.46712	1.22718	1.47145	1.31225	1.61436	1.35683	1.28308	1.38628	1.47447	1.52738	1.35091
BB134293	1.50089	1.71954	1.63835	1.60451	1.58274	1.58145	1.57368	1.70769	1.42291	1.76493	1.49099	1.47264	1.38425	1.26471	1.79498	1.72318	1.59004	1.58381
TTC6	2.5709	2.42672	2.60112	2.64572	2.47425	2.5216	2.48048	2.66202	2.26312	2.41621	2.55778	2.53588	2.2592	2.29833	2.80853	2.3716	2.46767	2.41319
SVOPL	2.18054	2.32705	2.37672	2.14064	2.21256	2.12334	2.0978	2.20623	2.03327	2.29021	2.10485	1.75529	2.56636	2.08032	2.45631	2.48539	2.0759	2.24963
BG067912	2.80258	2.83527	2.80636	3.51678	2.39408	2.89381	2.50702	2.72708	2.4501	2.36887	2.95394	2.89499	2.7238	2.54963	2.91601	2.72242	2.91883	2.58953
BG073418	2.48438	2.24553	2.01473	2.43543	2.46547	2.3547	1.671	2.18798	2.32609	1.80377	2.20204	2.22938	2.54015	1.93437	2.14278	2.14517	2.16148	1.9999
BE852749	1.93621	2.29899	2.02257	1.89789	1.87445	2.2165	2.09348	2.05846	1.95091	2.12494	2.10292	2.22865	2.02068	1.89929	1.81179	2.06461	2.05624	2.03429
GM17753	5.62031	5.81621	5.80489	5.59	5.81396	6.05043	5.7772	5.81771	5.61202	5.91391	5.52915	5.75534	5.38442	5.45045	5.92765	5.43846	5.45485	5.61756
AV079079	1.97931	1.70652	1.82657	1.68567	1.73301	1.89902	1.88727	1.68698	1.69678	1.87405	1.86106	1.66359	1.70165	1.81396	1.82926	1.75947	1.73966	1.90512
GM6860	2.06596	2.02474	2.09093	2.12757	2.00651	1.78201	1.7822	2.19005	1.96103	2.01176	1.8157	1.71366	2.15305	2.15768	2.03037	2.89579	1.77745	1.96808
BB667309	6.16011	6.13703	5.77394	6.0452	5.72072	6.72128	6.07412	6.37609	6.34613	6.15154	5.54896	6.4534	6.00935	5.79424	6.69063	6.2507	5.72306	5.87487
BB223866	2.35757	2.67474	2.64623	2.80416	2.90073	2.72551	3.04337	2.77394	2.82065	2.57858	2.69623	2.77737	2.75112	2.43328	2.8449	2.41442	2.33446	2.61914
LOC100504612	2.34624	1.98847	2.02485	1.96495	1.99136	2.01652	1.73007	2.14525	2.57581	1.75741	2.00469	2.1497	1.89864	2.06667	1.95828	1.92315	2.17677	1.97027
BE285361	1.26818	1.41909	1.27699	1.22837	1.43564	1.59351	1.14277	1.30976	1.46472	1.32209	1.68383	1.47116	1.45439	1.52159	1.80505	1.47888	1.96061	1.24493
AW121686	2.30007	2.58002	2.32036	2.2424	2.39671	2.23099	2.11688	2.06923	2.14841	2.13142	2.15847	2.09787	2.15847	2.05966	2.19056	2.16171	2.3046	2.11967
BB495006	1.53823	1.6269	1.35916	1.87761	1.36749	1.67383	1.38821	1.48779	1.49913	1.46005	1.49864	1.39456	1.52688	1.64527	1.4679	1.49326	1.34335	1.58421
BM238390	1.51372	1.45205	1.31105	1.54368	1.4642	1.21096	1.52947	1.24528	1.24356	1.57346	1.24024	1.26765	1.39832	1.66178	1.18359	1.14213	1.39058	1.1251
BB253657	2.94109	3.35714	2.61331	2.86232	2.91829	2.8321	2.58473	2.74807	2.72804	2.68174	2.86576	3.09015	2.57829	2.53943	3.39386	3.09217	3.56463	2.93681
AW123022	2.051	2.29759	2.04534	2.80113	2.39217	2.09579	2.1786	2.55977	2.24772	2.18005	2.21388	2.0888	2.33834	2.20249	1.9275	2.20288	2.29452	2.23115
C85504	1.78311	1.95531	2.09543	2.07409	1.91004	1.42781	1.44192	1.96837	1.73264	1.78241	1.51348	2.10114	1.4075	1.76285	1.95044	1.78432	1.825	1.51762
BM240286	1.92306	1.81329	1.84915	1.98886	1.88597	1.91437	1.82469	1.9532	1.75704	2.10819	1.97105	2.16955	1.86944	1.62416	1.74993	1.97615	1.87428	1.97337
C76276	1.93344	1.96448	2.07893	1.98163	1.69033	1.80484	1.8379	1.83441	1.81771	1.68827	1.75831	1.9482	1.83279	1.84966	1.85637	1.86579	2.0839	2.00981
BM222431	1.80455	2.23903	2.06314	2.01404	1.92162	1.94203	1.94432	1.8295	1.98501	2.11918	1.59872	2.13333	1.98457	1.74124	1.85853	1.87859	1.70105	1.64301
AV252220	2.4257	2.54037	2.17792	2.34347	2.08248	2.52782	1.84301	2.28012	2.42455	2.37849	2.44714	2.39711	2.32651	2.57792	2.22281	2.90296	2.34823	2.58751
BB796239	2.3079	2.11067	2.19867	1.85113	1.99506	2.07005	2.37459	2.01196	2.05962	2.14871	2.00421	2.26682	2.12225	2.12984	2.58971	2.11129	2.09508	2.41797
BG069816	2.3085	2.54615	2.48542	2.42785	2.516	2.12557	2.20079	2.29965	2.24328	2.11797	2.30981	2.38991	2.09544	2.17782	2.3569	2.24832	2.28553	2.39687
A830080L01RIK	1.53177	1.57721	1.56565	1.74396	1.69278	1.43044	1.41813	1.53864	1.49505	1.61704	1.54127	1.83092	1.56448	1.42775	1.69899	1.58957	1.66753	1.75514
9830166K06RIK	1.23426	1.26915	1.6714	1.32439	1.28014	1.22405	1.41882	1.21276	1.5442	1.14033	1.24863	1.27713	1.23319	1.29358	1.23514	1.23138	1.2727	0.974125
BG069557	2.49032	2.7335	2.45351	2.83438	2.51777	2.63634	2.41915	2.28338	2.48495	2.46516	2.47549	2.54892	2.11942	2.44365	2.9757	2.25153	2.24779	2.56749
BB055966	3.98007	4.04127	3.9881	3.7584	4.40848	3.95258	3.36328	3.86795	4.39242	3.28806	3.5048	4.08831	4.15359	3.44883	3.77838	4.31659	4.09679	3.63908
2900002K06RIK	2.13525	1.59906	1.71822	2.27695	1.75668	1.7773	1.67925	1.73042	1.85811	1.70323	1.86427	1.55457	1.76853	1.88558	1.60372	1.919	1.4739	1.90713
BB444165	1.93355	2.12656	1.99763	2.15542	2.04806	2.12587	1.84703	1.98027	1.81043	2.14201	2.24301	1.70616	1.93171	2.02552	2.0118	2.14444	1.93669	2.56331
KLF14	1.77619	2.32267	1.97166	2.05633	2.08947	2.32719	2.04452	2.37084	2.18737	2.37153	2.08343	2.05621	2.31269	2.38966	2.11108	2.37989	2.15822	2.14955
BB364558	5.11663	5.29619	4.97627	5.02345	4.22969	4.93224	4.84055	4.70828	4.84267	4.54364	5.032	4.76943	5.03103	4.44524	5.2524	5.28173	4.19654	4.52302
BB211758	1.78866	1.73254	1.84372	2.18451	1.61384	1.75577	2.10811	1.80335	1.75377	1.99512	1.43133	1.82874	1.71611	1.42241	1.88845	1.91696	1.71651	1.82144
BB533647	1.83225	1.78236	1.98514	1.78599	1.37088	1.61423	1.80707	2.02133	2.16458	2.08555	1.70186	1.84003	1.91388	1.96281	2.17222	1.72467	1.84925	1.76447
9130409I23RIK	7.87629	7.81899	6.27577	7.50521	6.30896	5.76285	7.61362	6.43295	7.79179	7.94242	7.4949	7.28807	7.62861	8.21997	7.69644	8.2417	8.22947	8.62894
BB266218	1.90592	1.6493	1.75795	1.94371	2.09497	1.52139	2.21216	1.96859	1.97116	1.84207	1.86076	2.11444	2.00436	1.73288	1.89772	1.80188	1.7556	1.89075
BB279425	1.42035	1.56757	1.06561	1.14169	1.35947	1.24314	1.1927	1.1652	1.14209	1.26948	1.25017	1.40035	1.27083	1.17605	1.15566	1.38143	1.41003	1.66114
BE650326	1.22328	1.36948	1.25465	1.42749	1.11888	1.31715	1.1531	1.36683	1.23414	1.66038	1.24763	1.49385	1.37109	1.25477	1.28223	1.30902	1.39181	1.26432
BF471835	1.81854	1.56583	2.05245	1.96079	1.58418	1.79553	1.91854	1.76236	1.72019	1.72012	1.7564	1.48107	1.75753	1.5068	1.386	1.749	1.44012	1.88486
BB525735	1.51006	1.53724	1.62723	1.65912	1.72553	1.79094	1.54423	1.5317	1.57993	1.57716	1.56257	1.78704	1.65382	1.7258	1.6894	1.59472	1.4753	1.93185
GM13187	1.01974	1.27054	1.35465	1.0562	1.13122	1.27345	1.69311	1.44891	1.37108	1.18243	1.27509	1.26717	1.36872	1.19779	1.64134	1.33698	1.53679	1.3079
BB466083	2.36671	2.74193	2.37148	2.19978	2.44303	2.64735	2.29279	2.65796	2.48723	2.70328	2.41373	2.38192	2.30704	2.57161	2.49901	3.10145	2.45098	2.14344
BB307346	2.121	2.49189	2.62659	2.29989	2.80245	2.44286	2.27624	2.45296	2.49991	2.52781	2.50074	2.46119	2.40105	2.41964	2.20256	2.48028	2.66983	2.63557
GM4047	1.63845	1.647425	1.673985	1.92502	1.70967	1.669035	1.74896	1.5493	1.65303	1.81321	1.742065	1.62056	1.668915	1.67263	1.568075	1.637955	1.529045	1.96105
1700063D05RIK	2.32898	2.50345	2.479535	2.34053	2.266065	2.42166	2.36787	2.158125	2.166075	2.81018	2.539265	2.26835	2.45445	2.428195	2.447295	2.116565	2.120415	2.51041
UNC79	1.09321	0.792985	0.960564	1.0091	1.02484	0.882024	0.89135	0.915924	0.815406	0.900603	0.780342	0.906224	1.019	1.08575	0.935579	0.977174	0.8664	0.931209
C230040D14	0.895172	0.829714	0.823175	0.925383	0.83099	1.06702	0.909279	0.743323	0.74086	0.831554	0.927916	0.783497	0.817839	0.79921	0.970851	1.02029	0.957353	0.804636
AW488605	1.77933	1.53925	1.50511	1.72013	1.68904	1.52602	1.61334	1.56969	1.58158	1.66507	1.61932	1.67036	1.6969	1.73362	1.71954	1.91096	1.68403	1.74929
BE993038	1.33849	1.26687	1.32335	1.44161	1.27039	1.39297	1.33037	1.21286	1.33048	1.48854	1.313	1.43061	1.35073	1.38963	1.53737	1.28029	1.34563	1.7406
GM11827	2.18054	2.25449	2.22493	1.99831	2.13883	1.95031	2.10417	1.5321	1.96565	2.21532	1.89083	1.94201	2.04678	2.12534	2.07881	1.87863	2.03768	2.17475
BM239546	1.54368	1.89264	1.61594	1.72695	1.78849	1.83685	1.68008	1.68688	1.89197	1.72837	1.67144	1.92486	1.62153	1.96925	1.83421	1.98049	1.65312	2.29153
AW125324	1.39768	1.47252	1.40286	1.28708	1.27813	1.5095	1.48919	1.29576	1.38402	1.4019	1.25047	1.35081	1.35343	1.35512	1.25954	1.27349	1.35992	1.32245
BB311369	1.79516	2.07174	2.1802	2.14108	1.99766	1.85158	1.90999	1.9241	1.96084	2.13745	1.78236	1.72722	1.69778	1.90369	1.84667	1.958	1.92408	1.96263
BB213608	2.10499	1.98392	1.89977	1.90692	2.08205	2.03517	1.9256	2.04256	1.978	1.8577	1.87685	2.02607	1.98091	2.03732	1.92701	2.20367	1.65214	1.98108
BB503322	3.23241	3.18921	3.06883	3.28362	3.05789	2.93707	3.235	3.02666	3.24945	2.73094	2.70242	3.24132	2.99864	2.709	3.11725	3.10754	3.32193	3.10777
PNPLA1	1.96147	1.9781	1.82448	1.7954	1.79724	2.01154	1.80159	1.85802	1.77862	1.90257	1.46634	1.69675	1.94936	1.68159	1.81792	2.05477	1.75671	1.94161
AW550676	2.28819	2.73144	1.95728	2.27963	1.96627	2.87216	2.18251	2.12558	2.44003	2.23482	2.07601	2.34661	2.34282	2.01836	2.54299	3.12151	2.37772	1.56854
AA407782	1.49399	1.57619	1.56084	1.49087	1.57224	1.37759	1.34587	1.43872	1.44354	1.41242	1.4201	1.83313	1.42819	1.46985	1.40291	1.45452	1.68891	1.34644
1700057G04RIK	1.4168	1.95957	1.77291	1.55712	1.58141	1.52442	1.58492	1.6676	1.69409	1.65043	1.41965	1.81031	1.4889	1.91363	1.68337	1.82576	1.78077	1.56634
AU014973	1.99404	1.68053	2.01707	1.89075	1.82722	1.69482	2.12659	1.95843	1.87775	1.85928	1.66741	1.89992	1.58759	1.90911	1.85767	1.82329	1.69053	1.60504
A630039O03RIK	2.29346	2.27552	2.51545	2.37221	2.13862	2.04786	1.94306	2.16356	2.28301	2.30467	1.92452	2.419	2.17981	1.85323	2.29682	2.19918	2.24775	2.14966
C130015C19	4.76202	4.41517	4.15604	4.2949	4.16457	4.25155	4.21413	4.12025	4.01162	4.12002	4.43554	4.09186	3.97384	3.82677	4.4997	4.04496	4.20927	4.54547
SHROOM4	2.14656	2.19322	2.2388	2.25344	1.98234	2.2257	2.07295	2.3197	2.46633	2.29455	2.20436	2.22138	2.43174	2.10029	2.17655	2.14694	2.33803	2.12452
AA409368	2.25239	2.4567	2.1894	2.32669	2.17828	2.02704	2.32601	2.21616	2.20487	1.89291	2.56497	2.13534	2.29733	2.38233	2.4466	2.05866	1.74001	2.57425
BB362579	2.80055	2.95716	2.74504	2.56136	2.91901	3.26509	2.74909	2.86796	2.62838	2.72086	2.94576	2.83084	3.00437	2.89058	2.56298	2.39314	2.2776	2.7208
BB042052	3.13045	3.15598	3.0119	3.68887	3.08044	2.97545	3.02219	2.91077	3.20195	3.04768	3.33917	3.52021	3.30177	2.83884	3.70147	2.7235	2.89597	3.14849
BB353000	2.01125	2.0064	2.11966	1.75729	1.93775	1.82325	2.06208	1.90664	2.33202	1.55765	1.94118	2.07964	2.29116	1.92066	2.02996	1.94422	1.93613	1.92561
BG067509	3.29691	2.99249	3.26068	3.068	3.36718	3.21044	3.43926	3.87312	2.94387	2.90926	3.15129	3.13096	3.25359	3.21842	3.0618	3.20044	3.04041	3.38273
AV230021	0.919673	0.926196	1.20234	1.06384	1.2401	0.854433	0.90492	1.29263	1.02686	0.82786	0.934983	1.1012	1.03385	0.917682	1.0422	1.16618	1.05444	0.877196
C80993	1.56376	1.98752	1.95825	1.50134	1.72389	1.53966	1.7052	1.84037	1.53392	2.05287	1.7364	1.83135	1.96878	2.16406	1.57716	1.72835	1.56293	1.81551
BG067026	2.27846	2.22703	2.03513	2.0684	2.05702	2.57124	2.72076	2.29422	2.32265	1.9972	2.14383	2.12736	1.96012	2.18164	2.17428	2.17778	2.46068	1.84674
BG074672	1.73745	1.59114	1.80932	1.96308	1.6994	1.72136	2.22471	1.7619	1.71882	1.69981	1.58686	1.902	1.74905	1.69347	1.75205	1.68625	1.62419	1.79377
AW536823	2.2646	2.81759	2.05417	2.26306	2.32729	2.49221	2.45827	2.26806	2.40273	2.37004	2.41751	2.57691	2.41197	2.27129	2.4757	2.62229	2.46604	2.33614
BG075606	4.30657	4.1649	4.13076	4.20045	4.36017	4.0726	4.23119	4.10129	4.19177	3.66469	3.8463	4.02924	4.75145	3.33189	4.39664	3.83507	3.45787	3.33087
BG069192	1.74773	1.66585	1.5916	1.61274	1.41429	1.84656	1.69148	1.52175	1.48904	1.89452	1.65758	1.63462	1.73727	1.87811	1.63608	1.65311	1.66176	1.71269
BM214036	2.26058	2.37899	2.15346	1.93446	2.15201	1.87851	1.68633	1.80474	1.61036	1.74125	1.37083	1.72597	1.80247	1.64734	1.84902	1.86482	2.19816	1.65452
D930050J11	2.34738	2.53017	2.06411	1.95676	2.51327	2.83235	1.76924	2.00046	2.2019	1.91729	2.21234	2.38358	2.10234	2.05442	2.43553	2.13261	2.19321	1.89641
BM119829	2.78734	2.6719	2.31785	2.61187	2.57903	2.86175	2.32279	2.54817	2.7154	2.52257	2.72558	2.88405	2.20699	2.28676	2.52107	2.59762	2.70187	2.45084
BM120811	5.47086	6.71502	5.25879	5.83873	5.99412	6.82314	5.25848	5.69881	6.5635	5.52977	4.94012	6.38512	5.29719	4.67235	6.25942	5.89031	5.67588	4.89201
GM19619	3.0245	2.47942	2.11594	2.53596	2.49537	2.49506	2.65722	2.71544	2.47486	2.69816	2.72598	2.43239	2.44933	2.95213	2.72399	2.64307	3.19875	2.84248
BB303825	3.38585	4.37293	3.2481	3.06383	2.91163	3.51026	3.2757	3.5611	3.21687	3.12187	3.39692	3.0433	3.34144	3.26443	3.49513	3.50804	3.16318	2.89552
BB304331	1.15489	1.29602	1.20584	1.00045	1.10159	1.19175	1.28914	1.37195	0.888277	1.16791	1.18972	1.27662	1.40289	1.32552	1.15018	1.24134	1.48445	1.25665
GM2136	1.96967	1.81728	1.62617	2.15927	2.01673	1.74143	2.02227	1.83175	2.1444	1.83037	1.79154	1.90182	1.73496	2.16576	1.78519	2.32905	1.95409	1.34574
GM14169	1.65551	1.86358	1.85582	1.94759	1.77074	1.57425	1.79229	1.77075	1.78548	2.21018	1.62942	1.87623	1.77454	1.59543	1.69709	2.15338	1.76233	1.72386
BB358710	1.82512	1.75813	1.78962	1.77833	1.8001	1.87623	2.30612	1.80982	1.90461	1.67992	1.76785	1.71389	1.51242	2.21193	1.87172	1.58098	1.90532	1.52896
CCDC17	2.1387	2.0763	2.20689	2.43984	1.83872	2.10604	2.17304	2.27156	1.95522	2.32199	2.13908	2.08034	2.56527	2.03457	2.07021	2.16782	1.99536	2.21836
BB336605	1.09707	1.19551	1.08646	1.06895	1.1031	1.12734	1.0692	1.16823	1.11787	1.22898	1.24069	1.04671	1.16099	1.12734	1.12734	1.27972	1.16198	1.06776
